timeIdx,endDate,hPres,lPres,nProf,psalMean,psalStd,startDate,tempMean,tempStd,depthMin,depthMax
0,2018-02-03,100,90,28,36.49442795344761,0.13209895393508825,2018-01-01,17.999928542545863,0.6395276043598086,90,100
1,2018-03-09,100,90,43,36.44744243178257,0.09540539788286154,2018-02-04,16.92337220214134,0.49393258436117055,90,100
2,2018-04-11,100,90,49,36.42397993438098,0.0988986220427847,2018-03-10,16.89504078456334,0.5436634314731295,90,100
3,2018-05-14,100,90,5,36.33619918823242,0.22138671974450627,2018-04-12,16.532999801635743,1.1257399220331636,90,100
