timeIdx,endDate,hPres,lPres,nProf,psalMean,psalStd,startDate,tempMean,tempStd,depthMin,depthMax
0,2018-02-03,10,0,68,36.602293968200684,0.13343548746688805,2018-01-01,18.43920581481036,0.7539609107963985,0,10
1,2018-03-09,10,0,79,36.43373465236229,0.11150069596646901,2018-02-04,16.781455679784848,0.6122660720535917,0,10
2,2018-04-11,10,0,83,36.42751804030085,0.1509997622180523,2018-03-10,17.04413254289742,0.8413740240252949,0,10
3,2018-05-14,10,0,16,36.33437490463257,0.23570118276814062,2018-04-12,17.047250032424927,1.4213835890725655,0,10
