timeIdx,endDate,hPres,lPres,nProf,psalMean,psalStd,startDate,tempMean,tempStd,depthMin,depthMax
0,2018-02-03,90,80,32,36.55440557003021,0.11003829735188353,2018-01-01,18.3317813873291,0.5988638172768643,80,90
1,2018-03-09,90,80,39,36.44261570465871,0.09468879344686092,2018-02-04,16.898615372486603,0.4968852949602005,80,90
2,2018-04-11,90,80,52,36.43053869100717,0.10200918554587016,2018-03-10,16.93807684458219,0.5532108954739393,80,90
3,2018-05-14,90,80,6,36.400665918986,0.24633247368370617,2018-04-12,16.864166895548504,1.2507847782152064,80,90
