timeIdx,endDate,hPres,lPres,nProf,psalMean,psalStd,startDate,tempMean,tempStd,depthMin,depthMax
0,2018-02-03,60,50,30,36.55963274637858,0.11144387810585404,2018-01-01,18.351266860961914,0.6073754699912168,50,60
1,2018-03-09,60,50,43,36.439115923504495,0.0846892467027148,2018-02-04,16.892581229986146,0.4568130466338325,50,60
2,2018-04-11,60,50,52,36.440211882958046,0.10794582390253409,2018-03-10,17.000942266904392,0.5956839030911371,50,60
3,2018-05-14,60,50,5,36.40759963989258,0.2813013627480756,2018-04-12,16.906600189208984,1.460732915027096,50,60
