timeIdx,endDate,hPres,lPres,nProf,psalMean,psalStd,startDate,tempMean,tempStd,depthMin,depthMax
0,2004-01-13,30,20,1,36.387115478515625,,2004-01-01,17.104999542236328,,20,30
1,2004-01-26,30,20,1,36.50313949584961,,2004-01-14,17.493000030517578,,20,30
2,2004-02-08,30,20,2,36.41620635986328,0.06382044388913617,2004-01-27,17.12600040435791,0.48507448583285306,20,30
3,2004-02-21,30,20,1,36.49006652832031,,2004-02-09,17.506999969482422,,20,30
4,2004-03-05,30,20,1,36.2569580078125,,2004-02-22,16.156999588012695,,20,30
5,2004-03-18,30,20,2,36.466766357421875,0.07539228261628725,2004-03-06,17.094499588012695,0.2849639465014329,20,30
6,2004-03-30,30,20,1,36.51108932495117,,2004-03-19,17.170000076293945,,20,30
7,2004-04-11,30,20,1,36.34785461425781,,2004-03-31,16.610000610351562,,20,30
8,2004-04-23,30,20,3,36.44244384765625,0.10735946862319375,2004-04-12,16.837666829427082,0.616774529039709,20,30
9,2004-05-05,30,20,3,36.49541982014974,0.12659456192550136,2004-04-24,17.26099967956543,0.6273138023455725,20,30
10,2004-05-17,30,20,4,36.4775390625,0.08168666439945384,2004-05-06,17.264000415802002,0.40254932729699006,20,30
11,2004-05-29,30,20,2,36.44849967956543,0.18031298447409494,2004-05-18,17.32550048828125,0.7417548624103832,20,30
12,2004-06-10,30,20,3,36.463094075520836,0.1492184632934515,2004-05-30,17.53766695658366,0.8569985642690168,20,30
13,2004-06-22,30,20,3,36.53042729695638,0.11337131203620791,2004-06-11,19.345666885375977,0.2607339850561044,20,30
14,2004-07-04,30,20,3,36.545000076293945,0.14283533242863178,2004-06-23,19.281333287556965,0.4991939927988223,20,30
15,2004-07-16,30,20,4,36.695523262023926,0.0375064737027758,2004-07-05,21.3604998588562,0.14446619504902933,20,30
16,2004-07-28,30,20,3,36.71664174397787,0.025208129232728693,2004-07-17,21.624666213989258,0.17606118173523622,20,30
17,2004-08-09,30,20,3,36.68301518758138,0.056979031992813754,2004-07-29,21.902666091918945,0.33366202576501763,20,30
18,2004-08-21,30,20,3,36.66639963785807,0.09437103394021149,2004-08-10,22.863666534423828,1.0558276217006486,20,30
19,2004-09-02,30,20,3,36.665826161702476,0.1862716380414927,2004-08-22,22.748666127522785,1.550679942352753,20,30
20,2004-09-14,30,20,4,36.6638126373291,0.19789332300905155,2004-09-03,23.16249990463257,0.8928015812987921,20,30
21,2004-09-26,30,20,3,36.7340342203776,0.1524360535641019,2004-09-15,22.846333185831707,0.858063139515679,20,30
22,2004-10-08,30,20,3,36.725729624430336,0.22552909822436562,2004-09-27,22.724000295003254,0.6985153965718878,20,30
23,2004-10-20,30,20,2,36.83150100708008,0.1279861547612736,2004-10-09,22.357500076293945,0.8251934841695824,20,30
24,2004-11-01,30,20,2,36.692501068115234,0.3160757385478106,2004-10-21,21.993499755859375,1.5181578060446024,20,30
25,2004-11-13,30,20,4,36.594478607177734,0.20587100802576314,2004-11-02,20.481000423431396,1.2614938227820554,20,30
26,2004-11-25,30,20,3,36.69002914428711,0.16610213389808226,2004-11-14,19.935333887736004,1.239082654534445,20,30
27,2004-12-07,30,20,2,36.65450096130371,0.2708214871899054,2004-11-26,19.782999992370605,1.320874140136505,20,30
28,2004-12-19,30,20,3,36.515646616617836,0.21875343593243432,2004-12-08,18.07266680399577,1.2684484543202843,20,30
29,2004-12-31,30,20,3,36.44833246866862,0.24077006472903864,2004-12-20,17.29433314005534,1.2043727144834255,20,30
30,2005-01-13,30,20,4,36.448333740234375,0.24834817511608748,2005-01-01,16.774250030517578,1.1273224205634682,20,30
31,2005-01-26,30,20,3,36.430999755859375,0.22961871179847193,2005-01-14,16.65500005086263,1.2941032661080225,20,30
32,2005-02-08,30,20,3,36.35733286539713,0.2223289996507387,2005-01-27,16.08066685994466,1.325464654521059,20,30
33,2005-02-21,30,20,4,36.29876708984375,0.17435800443818622,2005-02-09,15.598749876022339,0.9997901590919479,20,30
34,2005-03-06,30,20,2,36.40848350524902,0.08699918752139937,2005-02-22,16.163000106811523,0.5939698040926321,20,30
35,2005-03-18,30,20,3,36.32999801635742,0.032422560886013495,2005-03-07,15.87399991353353,0.46226735112919604,20,30
36,2005-03-30,30,20,3,36.26272964477539,0.1704691053376228,2005-03-19,15.723333358764648,0.7880610241344407,20,30
37,2005-04-11,30,20,3,36.24836730957031,0.23145152290000548,2005-03-31,16.22700023651123,1.1289432848868668,20,30
38,2005-04-23,30,20,3,36.29202524820963,0.1865087505141331,2005-04-12,16.226999918619793,1.025846462138691,20,30
39,2005-05-05,30,20,4,36.33929189046224,0.23122000269317786,2005-04-24,16.722749948501587,0.9215264446041075,20,30
40,2005-05-17,30,20,6,36.453843688964845,0.21992090267921718,2005-05-06,17.56500005722046,1.2011917926957558,20,30
41,2005-05-29,30,20,4,36.470133463541664,0.12257873646599413,2005-05-18,18.29300022125244,0.4843181487349707,20,30
42,2005-06-10,30,20,2,36.45807647705078,0.10051585042623713,2005-05-30,18.463500022888184,0.13505738441703735,20,30
43,2005-06-22,30,20,2,36.50749969482422,0.24819301281180042,2005-06-11,19.225500106811523,0.6342743295614179,20,30
44,2005-07-04,30,20,3,36.4892463684082,0.15619720152729083,2005-06-23,19.725666681925457,0.5972814648683404,20,30
45,2005-07-16,30,20,5,36.523292541503906,0.17659846259887563,2005-07-05,20.398400115966798,0.7330051697004474,20,30
46,2005-07-28,30,20,2,36.71699905395508,,2005-07-17,21.048999786376953,1.315219044590707,20,30
47,2005-08-09,30,20,3,36.598018646240234,0.15129707091046696,2005-07-29,21.770000457763672,0.6578652959648835,20,30
48,2005-08-21,30,20,3,36.66751289367676,0.11948125790656328,2005-08-10,22.410332997639973,0.4795565091365179,20,30
49,2005-09-02,30,20,3,36.73666191101074,0.18856702328646843,2005-08-22,21.963999430338543,0.9593160817139714,20,30
50,2005-09-14,30,20,4,36.774085998535156,0.14790795300759543,2005-09-03,22.42675018310547,0.76744809596298,20,30
51,2005-09-26,30,20,3,36.85593605041504,0.11746899877125914,2005-09-15,22.44166628519694,0.8054043839115533,20,30
52,2005-10-08,30,20,4,36.66766866048177,0.2713252337327264,2005-09-27,21.466000080108643,1.2276055221957989,20,30
53,2005-10-20,30,20,13,36.45724900563558,0.21863793562318992,2005-10-09,20.595307423518253,1.2698590885182734,20,30
54,2005-11-01,30,20,7,36.50575310843332,0.17228657201860126,2005-10-21,20.781999860491073,0.9265991552594182,20,30
55,2005-11-13,30,20,7,36.53871808733259,0.206904306053266,2005-11-02,20.567428588867188,0.8280113335702395,20,30
56,2005-11-25,30,20,4,36.45924949645996,0.23325904373774392,2005-11-14,18.840750217437744,0.9519888567890271,20,30
57,2005-12-07,30,20,5,36.43125057220459,0.23444095835355463,2005-11-26,18.0,1.1505835809336122,20,30
58,2005-12-19,30,20,6,36.42133394877116,0.1670728658928936,2005-12-08,17.437500317891438,1.0246215387476811,20,30
59,2005-12-31,30,20,3,36.481666564941406,0.25171679682706616,2005-12-20,17.31333351135254,1.530166568249551,20,30
60,2006-01-13,30,20,7,36.419285910470144,0.18949692932055062,2006-01-01,16.539428847176687,1.133411109448768,20,30
61,2006-01-26,30,20,5,36.41379928588867,0.15980200098010325,2006-01-14,16.264199638366698,0.9791606059955189,20,30
62,2006-02-08,30,20,7,36.35271453857422,0.13653420653386716,2006-01-27,15.771285874502999,0.8327401200929506,20,30
63,2006-02-21,30,20,6,36.36933390299479,0.15900553759847696,2006-02-09,15.887166659037272,1.01885363504435,20,30
64,2006-03-06,30,20,5,36.28199996948242,0.13492032414315813,2006-02-22,15.293600082397461,0.9030895129071285,20,30
65,2006-03-18,30,20,6,36.306401062011716,0.1461756813675266,2006-03-07,15.348666667938232,0.8332483929915471,20,30
66,2006-03-30,30,20,6,36.340799713134764,0.15925428197801347,2006-03-19,15.711166699727377,0.7825578237854763,20,30
67,2006-04-11,30,20,7,36.2911994934082,0.17212796037308936,2006-03-31,15.900000027247838,0.8956530520922985,20,30
68,2006-04-23,30,20,12,36.28089141845703,0.11785275519608697,2006-04-12,16.36466670036316,0.690694802654863,20,30
69,2006-05-05,30,20,8,36.29980595906576,0.1535963579617089,2006-04-24,16.618749856948853,0.5385591943037132,20,30
70,2006-05-17,30,20,6,36.36687723795573,0.13091365104661837,2006-05-06,17.123666445414226,0.6417706857803137,20,30
71,2006-05-29,30,20,6,36.39538383483887,0.12351673425531899,2006-05-18,17.856833457946777,0.87149393229603,20,30
72,2006-06-10,30,20,6,36.438910802205406,0.10589064673664357,2006-05-30,18.765666961669922,0.7791674629247949,20,30
73,2006-06-22,30,20,8,36.43466901779175,0.09131516542505415,2006-06-11,19.2667498588562,0.8359047226174721,20,30
74,2006-07-04,30,20,6,36.46148554484049,0.09062312539098266,2006-06-23,19.71416695912679,0.6006252520189378,20,30
75,2006-07-16,30,20,6,36.45833651224772,0.09847800431163596,2006-07-05,20.072500228881836,1.1197109655427102,20,30
76,2006-07-28,30,20,6,36.43720245361328,0.1491982475661259,2006-07-17,20.11299991607666,0.9991736798042851,20,30
77,2006-08-09,30,20,6,36.48546155293783,0.14908957403972437,2006-07-29,20.996333440144856,0.6837424573463282,20,30
78,2006-08-21,30,20,8,36.414769649505615,0.18792530034932678,2006-08-10,21.129250288009644,1.4661787955934256,20,30
79,2006-09-02,30,20,6,36.56523323059082,0.15839016168507894,2006-08-22,21.95483334859212,0.9132845607320387,20,30
80,2006-09-14,30,20,3,36.66986592610677,0.1693563596322045,2006-09-03,22.619999567667644,0.5828367674133255,20,30
81,2006-09-26,30,20,5,36.677395820617676,0.07644116143428757,2006-09-15,22.663399505615235,0.7151298563615962,20,30
82,2006-10-08,30,20,7,36.63516006469727,0.11170880044890019,2006-09-27,22.533857073102677,0.4961113643441074,20,30
83,2006-10-20,30,20,10,36.53871879577637,0.15881316330768716,2006-10-09,21.811199951171876,0.9333444563507556,20,30
84,2006-11-01,30,20,8,36.529385248819985,0.21380119356661537,2006-10-21,21.2173752784729,0.8265840633535693,20,30
