idx,lat,lon,shape,aggTemp,aggPsal,nProf
20644,32.5,-55.5,"[[-55.0, 32.0], [-55.0, 33.0], [-56.0, 33.0], [-56.0, 32.0], [-55.0, 32.0]]",25.9606053704,37.0768163581,38
20652,32.5,-47.5,"[[-47.0, 32.0], [-47.0, 33.0], [-48.0, 33.0], [-48.0, 32.0], [-47.0, 32.0]]",25.4503329595,36.8852469126,6
20655,32.5,-44.5,"[[-44.0, 32.0], [-44.0, 33.0], [-45.0, 33.0], [-45.0, 32.0], [-44.0, 32.0]]",24.7205264443,36.6994221336,19
20658,32.5,-41.5,"[[-41.0, 32.0], [-41.0, 33.0], [-42.0, 33.0], [-42.0, 32.0], [-41.0, 32.0]]",24.4802499771,36.5709506989,20
20673,32.5,-26.5,"[[-26.0, 32.0], [-26.0, 33.0], [-27.0, 33.0], [-27.0, 32.0], [-26.0, 32.0]]",23.9394134653,36.8672414319,29
20677,32.5,-22.5,"[[-22.0, 32.0], [-22.0, 33.0], [-23.0, 33.0], [-23.0, 32.0], [-22.0, 32.0]]",23.6307142803,36.9868575505,14
20683,32.5,-16.5,"[[-16.0, 32.0], [-16.0, 33.0], [-17.0, 33.0], [-17.0, 32.0], [-16.0, 32.0]]",23.1267096612,36.9397101864,31
20684,32.5,-15.5,"[[-15.0, 32.0], [-15.0, 33.0], [-16.0, 33.0], [-16.0, 32.0], [-15.0, 32.0]]",22.7847499847,36.8482494354,4
20686,32.5,-13.5,"[[-13.0, 32.0], [-13.0, 33.0], [-14.0, 33.0], [-14.0, 32.0], [-13.0, 32.0]]",22.7647372798,36.8226320367,19
20725,32.5,25.5,"[[26.0, 32.0], [26.0, 33.0], [25.0, 33.0], [25.0, 32.0], [26.0, 32.0]]",24.5187313877,39.3420003635,67
20726,32.5,26.5,"[[27.0, 32.0], [27.0, 33.0], [26.0, 33.0], [26.0, 32.0], [27.0, 32.0]]",24.4905173861,39.533380048,29
20834,32.5,134.5,"[[135.0, 32.0], [135.0, 33.0], [134.0, 33.0], [134.0, 32.0], [135.0, 32.0]]",26.4587877447,34.3640008406,33
20836,32.5,136.5,"[[137.0, 32.0], [137.0, 33.0], [136.0, 33.0], [136.0, 32.0], [137.0, 32.0]]",22.9552857535,33.912285941,7
20839,32.5,139.5,"[[140.0, 32.0], [140.0, 33.0], [139.0, 33.0], [139.0, 32.0], [140.0, 32.0]]",26.0029999869,34.2814292908,7
20846,32.5,146.5,"[[147.0, 32.0], [147.0, 33.0], [146.0, 33.0], [146.0, 32.0], [147.0, 32.0]]",24.9937496185,34.5332508087,4
20882,31.5,-177.5,"[[-177.0, 31.0], [-177.0, 32.0], [-178.0, 32.0], [-178.0, 31.0], [-177.0, 31.0]]",25.0349998474,35.1477489471,4
20885,31.5,-174.5,"[[-174.0, 31.0], [-174.0, 32.0], [-175.0, 32.0], [-175.0, 31.0], [-174.0, 31.0]]",24.6936249733,35.2245001793,8
20891,31.5,-168.5,"[[-168.0, 31.0], [-168.0, 32.0], [-169.0, 32.0], [-169.0, 31.0], [-168.0, 31.0]]",23.1779232025,35.085616772,13
20895,31.5,-164.5,"[[-164.0, 31.0], [-164.0, 32.0], [-165.0, 32.0], [-165.0, 31.0], [-164.0, 31.0]]",23.1243751049,35.1824994087,8
20900,31.5,-159.5,"[[-159.0, 31.0], [-159.0, 32.0], [-160.0, 32.0], [-160.0, 31.0], [-159.0, 31.0]]",23.1752499853,35.1692145211,28
20913,31.5,-146.5,"[[-146.0, 31.0], [-146.0, 32.0], [-147.0, 32.0], [-147.0, 31.0], [-146.0, 31.0]]",23.8578213964,35.4129287175,28
20920,31.5,-139.5,"[[-139.0, 31.0], [-139.0, 32.0], [-140.0, 32.0], [-140.0, 31.0], [-139.0, 31.0]]",22.4144999981,35.223028183,8
20926,31.5,-133.5,"[[-133.0, 31.0], [-133.0, 32.0], [-134.0, 32.0], [-134.0, 31.0], [-133.0, 31.0]]",20.1686427253,33.9598571232,14
20940,31.5,-119.5,"[[-119.0, 31.0], [-119.0, 32.0], [-120.0, 32.0], [-120.0, 31.0], [-119.0, 31.0]]",18.8813330332,33.4883321126,3
20988,31.5,-71.5,"[[-71.0, 31.0], [-71.0, 32.0], [-72.0, 32.0], [-72.0, 31.0], [-71.0, 31.0]]",25.7145999908,36.4945989609,20
20998,31.5,-61.5,"[[-61.0, 31.0], [-61.0, 32.0], [-62.0, 32.0], [-62.0, 31.0], [-61.0, 31.0]]",25.2757998466,36.5789485931,20
21001,31.5,-58.5,"[[-58.0, 31.0], [-58.0, 32.0], [-59.0, 32.0], [-59.0, 31.0], [-58.0, 31.0]]",26.4166841005,36.9098946421,19
21007,31.5,-52.5,"[[-52.0, 31.0], [-52.0, 32.0], [-53.0, 32.0], [-53.0, 31.0], [-52.0, 31.0]]",25.9621052993,36.9865784896,19
21028,31.5,-31.5,"[[-31.0, 31.0], [-31.0, 32.0], [-32.0, 32.0], [-32.0, 31.0], [-31.0, 31.0]]",24.1997498671,36.8516246478,24
21046,31.5,-13.5,"[[-13.0, 31.0], [-13.0, 32.0], [-14.0, 32.0], [-14.0, 31.0], [-13.0, 31.0]]",22.3579998016,36.6069984436,1
21047,31.5,-12.5,"[[-12.0, 31.0], [-12.0, 32.0], [-13.0, 32.0], [-13.0, 31.0], [-12.0, 31.0]]",22.0629997253,36.5200004578,1
21086,31.5,26.5,"[[27.0, 31.0], [27.0, 32.0], [26.0, 32.0], [26.0, 31.0], [27.0, 31.0]]",23.4847242421,39.5218959677,29
21189,31.5,129.5,"[[130.0, 31.0], [130.0, 32.0], [129.0, 32.0], [129.0, 31.0], [130.0, 31.0]]",25.9017999822,34.188945146,55
21191,31.5,131.5,"[[132.0, 31.0], [132.0, 32.0], [131.0, 32.0], [131.0, 31.0], [132.0, 31.0]]",26.957666715,34.3151115841,18
21192,31.5,132.5,"[[133.0, 31.0], [133.0, 32.0], [132.0, 32.0], [132.0, 31.0], [133.0, 31.0]]",27.4004284995,34.4404285976,7
21193,31.5,133.5,"[[134.0, 31.0], [134.0, 32.0], [133.0, 32.0], [133.0, 31.0], [134.0, 31.0]]",27.2136251926,34.4420615435,32
21199,31.5,139.5,"[[140.0, 31.0], [140.0, 32.0], [139.0, 32.0], [139.0, 31.0], [140.0, 31.0]]",27.1270001729,34.3120002747,6
21204,31.5,144.5,"[[145.0, 31.0], [145.0, 32.0], [144.0, 32.0], [144.0, 31.0], [145.0, 31.0]]",26.199666659,34.5773328145,6
21205,31.5,145.5,"[[146.0, 31.0], [146.0, 32.0], [145.0, 32.0], [145.0, 31.0], [146.0, 31.0]]",26.3747894889,34.6487370541,19
21208,31.5,148.5,"[[149.0, 31.0], [149.0, 32.0], [148.0, 32.0], [148.0, 31.0], [149.0, 31.0]]",26.1313330332,34.807999293,6
21226,31.5,166.5,"[[167.0, 31.0], [167.0, 32.0], [166.0, 32.0], [166.0, 31.0], [167.0, 31.0]]",26.1998459743,34.6868462196,13
21227,31.5,167.5,"[[168.0, 31.0], [168.0, 32.0], [167.0, 32.0], [167.0, 31.0], [168.0, 31.0]]",25.5232963562,34.6843711005,27
21240,30.5,-179.5,"[[-179.0, 30.0], [-179.0, 31.0], [-180.0, 31.0], [-180.0, 30.0], [-179.0, 30.0]]",25.6679999034,,6
21242,30.5,-177.5,"[[-177.0, 30.0], [-177.0, 31.0], [-178.0, 31.0], [-178.0, 30.0], [-177.0, 30.0]]",24.2065000534,35.1520004272,4
21250,30.5,-169.5,"[[-169.0, 30.0], [-169.0, 31.0], [-170.0, 31.0], [-170.0, 30.0], [-169.0, 30.0]]",24.9217693622,35.4190755991,13
21269,30.5,-150.5,"[[-150.0, 30.0], [-150.0, 31.0], [-151.0, 31.0], [-151.0, 30.0], [-150.0, 30.0]]",23.282614928,35.2190786508,13
21280,30.5,-139.5,"[[-139.0, 30.0], [-139.0, 31.0], [-140.0, 31.0], [-140.0, 30.0], [-139.0, 30.0]]",22.4572856086,35.3378584726,14
21283,30.5,-136.5,"[[-136.0, 30.0], [-136.0, 31.0], [-137.0, 31.0], [-137.0, 30.0], [-136.0, 30.0]]",21.9783334732,35.1005973816,6
21290,30.5,-129.5,"[[-129.0, 30.0], [-129.0, 31.0], [-130.0, 31.0], [-130.0, 30.0], [-129.0, 30.0]]",20.0732305967,33.9223084083,13
21348,30.5,-71.5,"[[-71.0, 30.0], [-71.0, 31.0], [-72.0, 31.0], [-72.0, 30.0], [-71.0, 30.0]]",26.3236842908,36.6101056149,19
21351,30.5,-68.5,"[[-68.0, 30.0], [-68.0, 31.0], [-69.0, 31.0], [-69.0, 30.0], [-68.0, 30.0]]",26.1390501022,36.4111000061,20
21358,30.5,-61.5,"[[-61.0, 30.0], [-61.0, 31.0], [-62.0, 31.0], [-62.0, 30.0], [-61.0, 30.0]]",27.0018948505,37.0705276288,38
21367,30.5,-52.5,"[[-52.0, 30.0], [-52.0, 31.0], [-53.0, 31.0], [-53.0, 30.0], [-52.0, 30.0]]",25.9388501167,36.8131504059,20
21403,30.5,-16.5,"[[-16.0, 30.0], [-16.0, 31.0], [-17.0, 31.0], [-17.0, 30.0], [-16.0, 30.0]]",23.4589334488,36.8041656494,30
21551,30.5,131.5,"[[132.0, 30.0], [132.0, 31.0], [131.0, 31.0], [131.0, 30.0], [132.0, 30.0]]",27.1048999786,34.271500206,20
21558,30.5,138.5,"[[139.0, 30.0], [139.0, 31.0], [138.0, 31.0], [138.0, 30.0], [139.0, 30.0]]",27.2536665599,34.2053330739,6
21564,30.5,144.5,"[[145.0, 30.0], [145.0, 31.0], [144.0, 31.0], [144.0, 30.0], [145.0, 30.0]]",26.7949998038,34.6248572213,7
21565,30.5,145.5,"[[146.0, 30.0], [146.0, 31.0], [145.0, 31.0], [145.0, 30.0], [146.0, 30.0]]",26.5836668015,34.5795000394,24
21569,30.5,149.5,"[[150.0, 30.0], [150.0, 31.0], [149.0, 31.0], [149.0, 30.0], [150.0, 30.0]]",28.4440002441,35.0740013123,2
21598,30.5,178.5,"[[179.0, 30.0], [179.0, 31.0], [178.0, 31.0], [178.0, 30.0], [179.0, 30.0]]",25.8991664251,35.2746671041,6
21619,29.5,-160.5,"[[-160.0, 29.0], [-160.0, 30.0], [-161.0, 30.0], [-161.0, 29.0], [-160.0, 29.0]]",24.0779641015,35.3045354571,28
21623,29.5,-156.5,"[[-156.0, 29.0], [-156.0, 30.0], [-157.0, 30.0], [-157.0, 29.0], [-156.0, 29.0]]",24.8502500852,35.2895832062,12
21632,29.5,-147.5,"[[-147.0, 29.0], [-147.0, 30.0], [-148.0, 30.0], [-148.0, 29.0], [-147.0, 29.0]]",24.6328929492,35.3500355312,28
21650,29.5,-129.5,"[[-129.0, 29.0], [-129.0, 30.0], [-130.0, 30.0], [-130.0, 29.0], [-129.0, 29.0]]",20.2115712847,33.9808562143,14
21655,29.5,-124.5,"[[-124.0, 29.0], [-124.0, 30.0], [-125.0, 30.0], [-125.0, 29.0], [-124.0, 29.0]]",20.5561254025,33.9993758202,8
21659,29.5,-120.5,"[[-120.0, 29.0], [-120.0, 30.0], [-121.0, 30.0], [-121.0, 29.0], [-120.0, 29.0]]",20.3217499256,33.5215247154,40
21708,29.5,-71.5,"[[-71.0, 29.0], [-71.0, 30.0], [-72.0, 30.0], [-72.0, 29.0], [-71.0, 29.0]]",26.600105386,36.659789236,19
21711,29.5,-68.5,"[[-68.0, 29.0], [-68.0, 30.0], [-69.0, 30.0], [-69.0, 29.0], [-68.0, 29.0]]",26.7404210944,36.590368572,19
21715,29.5,-64.5,"[[-64.0, 29.0], [-64.0, 30.0], [-65.0, 30.0], [-65.0, 29.0], [-64.0, 29.0]]",26.6226579265,36.824131012,38
21723,29.5,-56.5,"[[-56.0, 29.0], [-56.0, 30.0], [-57.0, 30.0], [-57.0, 29.0], [-56.0, 29.0]]",26.2963001251,37.0083007813,10
21727,29.5,-52.5,"[[-52.0, 29.0], [-52.0, 30.0], [-53.0, 30.0], [-53.0, 29.0], [-52.0, 29.0]]",25.9447894849,37.1536315115,19
21728,29.5,-51.5,"[[-51.0, 29.0], [-51.0, 30.0], [-52.0, 30.0], [-52.0, 29.0], [-51.0, 29.0]]",27.1259998322,37.4989006042,20
21747,29.5,-32.5,"[[-32.0, 29.0], [-32.0, 30.0], [-33.0, 30.0], [-33.0, 29.0], [-32.0, 29.0]]",25.0873330434,37.0863329569,3
21751,29.5,-28.5,"[[-28.0, 29.0], [-28.0, 30.0], [-29.0, 30.0], [-29.0, 29.0], [-28.0, 29.0]]",24.8440001351,37.2842423575,7
21757,29.5,-22.5,"[[-22.0, 29.0], [-22.0, 30.0], [-23.0, 30.0], [-23.0, 29.0], [-22.0, 29.0]]",23.7430626154,37.0670638084,16
21912,29.5,132.5,"[[133.0, 29.0], [133.0, 30.0], [132.0, 30.0], [132.0, 29.0], [133.0, 29.0]]",27.6625999451,34.6839981079,5
21916,29.5,136.5,"[[137.0, 29.0], [137.0, 30.0], [136.0, 30.0], [136.0, 29.0], [137.0, 29.0]]",26.4420769031,34.3596162062,13
21917,29.5,137.5,"[[138.0, 29.0], [138.0, 30.0], [137.0, 30.0], [137.0, 29.0], [138.0, 29.0]]",27.1054564766,34.434739486,46
21918,29.5,138.5,"[[139.0, 29.0], [139.0, 30.0], [138.0, 30.0], [138.0, 29.0], [139.0, 29.0]]",27.0884284973,34.6467138018,7
21919,29.5,139.5,"[[140.0, 29.0], [140.0, 30.0], [139.0, 30.0], [139.0, 29.0], [140.0, 29.0]]",27.4573335648,34.6843331655,6
21928,29.5,148.5,"[[149.0, 29.0], [149.0, 30.0], [148.0, 30.0], [148.0, 29.0], [149.0, 29.0]]",27.4663332303,34.7439161936,12
21929,29.5,149.5,"[[150.0, 29.0], [150.0, 30.0], [149.0, 30.0], [149.0, 29.0], [150.0, 29.0]]",28.5900001526,35.0120010376,2
21930,29.5,150.5,"[[151.0, 29.0], [151.0, 30.0], [150.0, 30.0], [150.0, 29.0], [151.0, 29.0]]",28.1832667033,35.024466451,15
21931,29.5,151.5,"[[152.0, 29.0], [152.0, 30.0], [151.0, 30.0], [151.0, 29.0], [152.0, 29.0]]",27.5430714743,34.8902135577,14
21937,29.5,157.5,"[[158.0, 29.0], [158.0, 30.0], [157.0, 30.0], [157.0, 29.0], [158.0, 29.0]]",25.6572856903,34.7079990932,7
21939,29.5,159.5,"[[160.0, 29.0], [160.0, 30.0], [159.0, 30.0], [159.0, 29.0], [160.0, 29.0]]",26.9718182304,34.8994553306,11
21949,29.5,169.5,"[[170.0, 29.0], [170.0, 30.0], [169.0, 30.0], [169.0, 29.0], [170.0, 29.0]]",27.2423337301,35.1486663818,3
21951,29.5,171.5,"[[172.0, 29.0], [172.0, 30.0], [171.0, 30.0], [171.0, 29.0], [172.0, 29.0]]",26.7884287153,35.2270011902,7
21968,28.5,-171.5,"[[-171.0, 28.0], [-171.0, 29.0], [-172.0, 29.0], [-172.0, 28.0], [-171.0, 28.0]]",25.3008751869,35.3467502594,8
21976,28.5,-163.5,"[[-163.0, 28.0], [-163.0, 29.0], [-164.0, 29.0], [-164.0, 28.0], [-163.0, 28.0]]",24.4131999969,35.2961990356,5
21977,28.5,-162.5,"[[-162.0, 28.0], [-162.0, 29.0], [-163.0, 29.0], [-163.0, 28.0], [-162.0, 28.0]]",25.2369998129,35.3295261985,19
21981,28.5,-158.5,"[[-158.0, 28.0], [-158.0, 29.0], [-159.0, 29.0], [-159.0, 28.0], [-158.0, 28.0]]",25.395857266,35.2599983215,14
21988,28.5,-151.5,"[[-151.0, 28.0], [-151.0, 29.0], [-152.0, 29.0], [-152.0, 28.0], [-151.0, 28.0]]",24.6994000753,35.2973993937,15
21989,28.5,-150.5,"[[-150.0, 28.0], [-150.0, 29.0], [-151.0, 29.0], [-151.0, 28.0], [-150.0, 28.0]]",24.7253926141,35.2956428528,28
21999,28.5,-140.5,"[[-140.0, 28.0], [-140.0, 29.0], [-141.0, 29.0], [-141.0, 28.0], [-140.0, 28.0]]",22.9915711539,35.3793640137,7
22018,28.5,-121.5,"[[-121.0, 28.0], [-121.0, 29.0], [-122.0, 29.0], [-122.0, 28.0], [-121.0, 28.0]]",20.7118747234,33.8449254036,8
22047,28.5,-92.5,"[[-92.0, 28.0], [-92.0, 29.0], [-93.0, 29.0], [-93.0, 28.0], [-92.0, 28.0]]",27.4421175788,35.7674114003,17
22067,28.5,-72.5,"[[-72.0, 28.0], [-72.0, 29.0], [-73.0, 29.0], [-73.0, 28.0], [-72.0, 28.0]]",26.9075790205,36.621526417,19
22085,28.5,-54.5,"[[-54.0, 28.0], [-54.0, 29.0], [-55.0, 29.0], [-55.0, 28.0], [-54.0, 28.0]]",26.197000102,36.9854741347,38
22088,28.5,-51.5,"[[-51.0, 28.0], [-51.0, 29.0], [-52.0, 29.0], [-52.0, 28.0], [-51.0, 28.0]]",27.3202857971,37.4036431994,14
22107,28.5,-32.5,"[[-32.0, 28.0], [-32.0, 29.0], [-33.0, 29.0], [-33.0, 28.0], [-32.0, 28.0]]",25.0820007324,37.4550018311,1
22112,28.5,-27.5,"[[-27.0, 28.0], [-27.0, 29.0], [-28.0, 29.0], [-28.0, 28.0], [-27.0, 28.0]]",24.9944889281,37.3045772976,18
22116,28.5,-23.5,"[[-23.0, 28.0], [-23.0, 29.0], [-24.0, 29.0], [-24.0, 28.0], [-23.0, 28.0]]",24.6028945321,37.3673161958,19
22121,28.5,-18.5,"[[-18.0, 28.0], [-18.0, 29.0], [-19.0, 29.0], [-19.0, 28.0], [-18.0, 28.0]]",23.8405384651,36.9626916739,13
22126,28.5,-13.5,"[[-13.0, 28.0], [-13.0, 29.0], [-14.0, 29.0], [-14.0, 28.0], [-13.0, 28.0]]",22.2774230517,36.5563848936,26
22271,28.5,131.5,"[[132.0, 28.0], [132.0, 29.0], [131.0, 29.0], [131.0, 28.0], [132.0, 28.0]]",28.6264288766,34.663143158,7
22272,28.5,132.5,"[[133.0, 28.0], [133.0, 29.0], [132.0, 29.0], [132.0, 28.0], [133.0, 28.0]]",27.5965715136,34.645142964,14
22276,28.5,136.5,"[[137.0, 28.0], [137.0, 29.0], [136.0, 29.0], [136.0, 28.0], [137.0, 28.0]]",27.1187499486,34.4966922907,52
22277,28.5,137.5,"[[138.0, 28.0], [138.0, 29.0], [137.0, 29.0], [137.0, 28.0], [138.0, 28.0]]",26.9321425302,34.5652858189,14
22278,28.5,138.5,"[[139.0, 28.0], [139.0, 29.0], [138.0, 29.0], [138.0, 28.0], [139.0, 28.0]]",27.9370002747,34.5440006256,6
22279,28.5,139.5,"[[140.0, 28.0], [140.0, 29.0], [139.0, 29.0], [139.0, 28.0], [140.0, 28.0]]",27.3074210318,34.5182633651,19
22283,28.5,143.5,"[[144.0, 28.0], [144.0, 29.0], [143.0, 29.0], [143.0, 28.0], [144.0, 28.0]]",27.5490526902,34.6160523264,19
22289,28.5,149.5,"[[150.0, 28.0], [150.0, 29.0], [149.0, 29.0], [149.0, 28.0], [150.0, 28.0]]",28.4123077393,35.0659226638,13
22296,28.5,156.5,"[[157.0, 28.0], [157.0, 29.0], [156.0, 29.0], [156.0, 28.0], [157.0, 28.0]]",28.0848333041,,12
22306,28.5,166.5,"[[167.0, 28.0], [167.0, 29.0], [166.0, 29.0], [166.0, 28.0], [167.0, 28.0]]",26.91920589,34.9807348812,34
22318,28.5,178.5,"[[179.0, 28.0], [179.0, 29.0], [178.0, 29.0], [178.0, 28.0], [179.0, 28.0]]",26.720749855,35.2552509308,4
22319,28.5,179.5,"[[180.0, 28.0], [180.0, 29.0], [179.0, 29.0], [179.0, 28.0], [180.0, 28.0]]",27.224750042,35.2792491913,4
22338,27.5,-161.5,"[[-161.0, 27.0], [-161.0, 28.0], [-162.0, 28.0], [-162.0, 27.0], [-161.0, 27.0]]",24.6307380767,35.2972624643,42
22353,27.5,-146.5,"[[-146.0, 27.0], [-146.0, 28.0], [-147.0, 28.0], [-147.0, 27.0], [-146.0, 27.0]]",24.4335001537,35.3125716618,14
22357,27.5,-142.5,"[[-142.0, 27.0], [-142.0, 28.0], [-143.0, 28.0], [-143.0, 27.0], [-142.0, 27.0]]",24.251285553,35.3020703452,14
22368,27.5,-131.5,"[[-131.0, 27.0], [-131.0, 28.0], [-132.0, 28.0], [-132.0, 27.0], [-131.0, 27.0]]",22.067071506,34.8930015564,14
22369,27.5,-130.5,"[[-130.0, 27.0], [-130.0, 28.0], [-131.0, 28.0], [-131.0, 27.0], [-130.0, 27.0]]",21.7437858582,34.826285771,14
22405,27.5,-94.5,"[[-94.0, 27.0], [-94.0, 28.0], [-95.0, 28.0], [-95.0, 27.0], [-94.0, 27.0]]",28.4442103537,36.46731467,19
22425,27.5,-74.5,"[[-74.0, 27.0], [-74.0, 28.0], [-75.0, 28.0], [-75.0, 27.0], [-74.0, 27.0]]",28.008600235,36.7558006287,5
22430,27.5,-69.5,"[[-69.0, 27.0], [-69.0, 28.0], [-70.0, 28.0], [-70.0, 27.0], [-69.0, 27.0]]",27.2482104552,36.6439476013,38
22431,27.5,-68.5,"[[-68.0, 27.0], [-68.0, 28.0], [-69.0, 28.0], [-69.0, 27.0], [-68.0, 27.0]]",27.5018420972,36.69036805,19
22435,27.5,-64.5,"[[-64.0, 27.0], [-64.0, 28.0], [-65.0, 28.0], [-65.0, 27.0], [-64.0, 27.0]]",26.8709827292,36.8743271006,58
22464,27.5,-35.5,"[[-35.0, 27.0], [-35.0, 28.0], [-36.0, 28.0], [-36.0, 27.0], [-35.0, 27.0]]",25.8753332915,37.2859641181,27
22630,27.5,130.5,"[[131.0, 27.0], [131.0, 28.0], [130.0, 28.0], [130.0, 27.0], [131.0, 27.0]]",27.4695002238,34.8919989268,6
22631,27.5,131.5,"[[132.0, 27.0], [132.0, 28.0], [131.0, 28.0], [131.0, 27.0], [132.0, 27.0]]",28.8691666921,34.776667277,6
22632,27.5,132.5,"[[133.0, 27.0], [133.0, 28.0], [132.0, 28.0], [132.0, 27.0], [133.0, 27.0]]",29.1708332698,34.8275000254,6
22636,27.5,136.5,"[[137.0, 27.0], [137.0, 28.0], [136.0, 28.0], [136.0, 27.0], [137.0, 27.0]]",26.7118571145,34.3791427612,7
22638,27.5,138.5,"[[139.0, 27.0], [139.0, 28.0], [138.0, 28.0], [138.0, 27.0], [139.0, 27.0]]",27.5793333054,34.5091670354,12
22643,27.5,143.5,"[[144.0, 27.0], [144.0, 28.0], [143.0, 28.0], [143.0, 27.0], [144.0, 27.0]]",28.4005555047,34.8263337877,9
22656,27.5,156.5,"[[157.0, 27.0], [157.0, 28.0], [156.0, 28.0], [156.0, 27.0], [157.0, 27.0]]",28.0219997406,,5
22668,27.5,168.5,"[[169.0, 27.0], [169.0, 28.0], [168.0, 28.0], [168.0, 27.0], [169.0, 27.0]]",27.1751667658,35.0351670583,6
22695,26.5,-164.5,"[[-164.0, 26.0], [-164.0, 27.0], [-165.0, 27.0], [-165.0, 26.0], [-164.0, 26.0]]",26.4576668058,35.183284487,42
22696,26.5,-163.5,"[[-163.0, 26.0], [-163.0, 27.0], [-164.0, 27.0], [-164.0, 26.0], [-163.0, 26.0]]",25.5381068502,35.2267867497,28
22700,26.5,-159.5,"[[-159.0, 26.0], [-159.0, 27.0], [-160.0, 27.0], [-160.0, 26.0], [-159.0, 26.0]]",26.0281250477,35.2351241112,8
22706,26.5,-153.5,"[[-153.0, 26.0], [-153.0, 27.0], [-154.0, 27.0], [-154.0, 26.0], [-153.0, 26.0]]",25.9198999405,35.0582746506,40
22708,26.5,-151.5,"[[-151.0, 26.0], [-151.0, 27.0], [-152.0, 27.0], [-152.0, 26.0], [-151.0, 26.0]]",25.5851428168,35.230607714,28
22724,26.5,-135.5,"[[-135.0, 26.0], [-135.0, 27.0], [-136.0, 27.0], [-136.0, 26.0], [-135.0, 26.0]]",22.1723747253,35.0371880531,8
22764,26.5,-95.5,"[[-95.0, 26.0], [-95.0, 27.0], [-96.0, 27.0], [-96.0, 26.0], [-95.0, 26.0]]",28.2500626147,36.2956638932,128
22767,26.5,-92.5,"[[-92.0, 26.0], [-92.0, 27.0], [-93.0, 27.0], [-93.0, 26.0], [-92.0, 26.0]]",28.3421054639,36.3466319034,19
22773,26.5,-86.5,"[[-86.0, 26.0], [-86.0, 27.0], [-87.0, 27.0], [-87.0, 26.0], [-86.0, 26.0]]",28.2038752079,36.0849747658,40
22786,26.5,-73.5,"[[-73.0, 26.0], [-73.0, 27.0], [-74.0, 27.0], [-74.0, 26.0], [-73.0, 26.0]]",28.2178420017,36.6642102693,19
22790,26.5,-69.5,"[[-69.0, 26.0], [-69.0, 27.0], [-70.0, 27.0], [-70.0, 26.0], [-69.0, 26.0]]",27.6785790293,36.6665789956,19
22800,26.5,-59.5,"[[-59.0, 26.0], [-59.0, 27.0], [-60.0, 27.0], [-60.0, 26.0], [-59.0, 26.0]]",27.7412069913,37.0519311839,29
22809,26.5,-50.5,"[[-50.0, 26.0], [-50.0, 27.0], [-51.0, 27.0], [-51.0, 26.0], [-50.0, 26.0]]",27.5473572867,37.3373098828,42
22815,26.5,-44.5,"[[-44.0, 26.0], [-44.0, 27.0], [-45.0, 27.0], [-45.0, 26.0], [-44.0, 26.0]]",26.724000295,37.5489985148,3
22828,26.5,-31.5,"[[-31.0, 26.0], [-31.0, 27.0], [-32.0, 27.0], [-32.0, 26.0], [-31.0, 26.0]]",25.061000824,37.4269981384,1
22830,26.5,-29.5,"[[-29.0, 26.0], [-29.0, 27.0], [-30.0, 27.0], [-30.0, 26.0], [-29.0, 26.0]]",25.437883695,37.5620835622,6
22835,26.5,-24.5,"[[-24.0, 26.0], [-24.0, 27.0], [-25.0, 27.0], [-25.0, 26.0], [-24.0, 26.0]]",24.9037856602,37.4378095354,42
22992,26.5,132.5,"[[133.0, 26.0], [133.0, 27.0], [132.0, 27.0], [132.0, 26.0], [133.0, 26.0]]",28.2030001746,34.6971121894,9
22993,26.5,133.5,"[[134.0, 26.0], [134.0, 27.0], [133.0, 27.0], [133.0, 26.0], [134.0, 26.0]]",28.5311426889,34.9175715674,42
23006,26.5,146.5,"[[147.0, 26.0], [147.0, 27.0], [146.0, 27.0], [146.0, 26.0], [147.0, 26.0]]",28.0823683488,34.7561051218,19
23019,26.5,159.5,"[[160.0, 26.0], [160.0, 27.0], [159.0, 27.0], [159.0, 26.0], [160.0, 26.0]]",28.4101785251,35.0220708847,28
23035,26.5,175.5,"[[176.0, 26.0], [176.0, 27.0], [175.0, 27.0], [175.0, 26.0], [176.0, 26.0]]",27.1213332282,35.3994441562,9
23041,25.5,-178.5,"[[-178.0, 25.0], [-178.0, 26.0], [-179.0, 26.0], [-179.0, 25.0], [-178.0, 25.0]]",27.8448001862,35.0555999756,5
23042,25.5,-177.5,"[[-177.0, 25.0], [-177.0, 26.0], [-178.0, 26.0], [-178.0, 25.0], [-177.0, 25.0]]",27.3535999298,35.1344009399,5
23073,25.5,-146.5,"[[-146.0, 25.0], [-146.0, 26.0], [-147.0, 26.0], [-147.0, 25.0], [-146.0, 25.0]]",25.3942496777,35.2054872513,8
23125,25.5,-94.5,"[[-94.0, 25.0], [-94.0, 26.0], [-95.0, 26.0], [-95.0, 25.0], [-94.0, 25.0]]",28.2566839519,36.1829986572,19
23145,25.5,-74.5,"[[-74.0, 25.0], [-74.0, 26.0], [-75.0, 26.0], [-75.0, 25.0], [-74.0, 25.0]]",27.9476816004,36.7179544622,22
23156,25.5,-63.5,"[[-63.0, 25.0], [-63.0, 26.0], [-64.0, 26.0], [-64.0, 25.0], [-63.0, 25.0]]",28.0831000328,36.8406000137,20
23160,25.5,-59.5,"[[-59.0, 25.0], [-59.0, 26.0], [-60.0, 26.0], [-60.0, 25.0], [-59.0, 25.0]]",27.7616497993,36.9447000504,20
