idx,lat,lon,shape,aggTemp,aggPsal,nProf
40128,-21.5,-11.5,"[[-11.0, -22.0], [-11.0, -21.0], [-12.0, -21.0], [-12.0, -22.0], [-11.0, -22.0]]",20.7726051933,36.3415256299,38
40134,-21.5,-5.5,"[[-5.0, -22.0], [-5.0, -21.0], [-6.0, -21.0], [-6.0, -22.0], [-5.0, -22.0]]",20.0077950893,36.186922807,39
40135,-21.5,-4.5,"[[-4.0, -22.0], [-4.0, -21.0], [-5.0, -21.0], [-5.0, -22.0], [-4.0, -22.0]]",19.9915937185,35.9876562357,39
40148,-21.5,8.5,"[[9.0, -22.0], [9.0, -21.0], [8.0, -21.0], [8.0, -22.0], [9.0, -22.0]]",16.9382667542,35.4529993693,15
40149,-21.5,9.5,"[[10.0, -22.0], [10.0, -21.0], [9.0, -21.0], [9.0, -22.0], [10.0, -22.0]]",16.5668108399,35.4129872709,74
40196,-21.5,56.5,"[[57.0, -22.0], [57.0, -21.0], [56.0, -21.0], [56.0, -22.0], [57.0, -22.0]]",25.3524001122,34.9873199463,20
40197,-21.5,57.5,"[[58.0, -22.0], [58.0, -21.0], [57.0, -21.0], [57.0, -22.0], [58.0, -22.0]]",25.3964998245,35.0125398636,20
40201,-21.5,61.5,"[[62.0, -22.0], [62.0, -21.0], [61.0, -21.0], [61.0, -22.0], [62.0, -22.0]]",24.8786841443,35.0194158052,38
40241,-21.5,101.5,"[[102.0, -22.0], [102.0, -21.0], [101.0, -21.0], [101.0, -22.0], [102.0, -22.0]]",22.4749235006,34.7706923852,13
40244,-21.5,104.5,"[[105.0, -22.0], [105.0, -21.0], [104.0, -21.0], [104.0, -22.0], [105.0, -22.0]]",22.173500061,34.9304208755,12
40247,-21.5,107.5,"[[108.0, -22.0], [108.0, -21.0], [107.0, -21.0], [107.0, -22.0], [108.0, -22.0]]",22.5171536666,35.0859216543,13
40253,-21.5,113.5,"[[114.0, -22.0], [114.0, -21.0], [113.0, -21.0], [113.0, -22.0], [114.0, -22.0]]",22.7692143576,35.1003894806,14
40293,-21.5,153.5,"[[154.0, -22.0], [154.0, -21.0], [153.0, -21.0], [153.0, -22.0], [154.0, -22.0]]",25.318500042,35.3402500153,4
40302,-21.5,162.5,"[[163.0, -22.0], [163.0, -21.0], [162.0, -21.0], [162.0, -22.0], [163.0, -22.0]]",24.5815184558,35.4629436069,27
40308,-21.5,168.5,"[[169.0, -22.0], [169.0, -21.0], [168.0, -21.0], [168.0, -22.0], [169.0, -22.0]]",24.4738330841,35.3469994863,6
40320,-22.5,-179.5,"[[-179.0, -23.0], [-179.0, -22.0], [-180.0, -22.0], [-180.0, -23.0], [-179.0, -23.0]]",23.7131999969,35.4368003845,5
40321,-22.5,-178.5,"[[-178.0, -23.0], [-178.0, -22.0], [-179.0, -22.0], [-179.0, -23.0], [-178.0, -23.0]]",25.170999527,35.2709000905,6
40350,-22.5,-149.5,"[[-149.0, -23.0], [-149.0, -22.0], [-150.0, -22.0], [-150.0, -23.0], [-149.0, -23.0]]",23.9223570142,36.1382855007,14
40361,-22.5,-138.5,"[[-138.0, -23.0], [-138.0, -22.0], [-139.0, -22.0], [-139.0, -23.0], [-138.0, -23.0]]",23.6127500534,36.1800003052,4
40366,-22.5,-133.5,"[[-133.0, -23.0], [-133.0, -22.0], [-134.0, -22.0], [-134.0, -23.0], [-133.0, -23.0]]",24.0101661682,36.2542972565,6
40394,-22.5,-105.5,"[[-105.0, -23.0], [-105.0, -22.0], [-106.0, -22.0], [-106.0, -23.0], [-105.0, -23.0]]",21.5915500641,36.255329895,20
40395,-22.5,-104.5,"[[-104.0, -23.0], [-104.0, -22.0], [-105.0, -22.0], [-105.0, -23.0], [-104.0, -23.0]]",21.1833568301,36.2072149004,14
40407,-22.5,-92.5,"[[-92.0, -23.0], [-92.0, -22.0], [-93.0, -22.0], [-93.0, -23.0], [-92.0, -23.0]]",18.9342503548,35.5180006027,4
40420,-22.5,-79.5,"[[-79.0, -23.0], [-79.0, -22.0], [-80.0, -22.0], [-80.0, -23.0], [-79.0, -23.0]]",17.1800503731,34.9566001892,20
40429,-22.5,-70.5,"[[-70.0, -23.0], [-70.0, -22.0], [-71.0, -22.0], [-71.0, -23.0], [-70.0, -23.0]]",14.6184749365,34.5747499466,40
40478,-22.5,-21.5,"[[-21.0, -23.0], [-21.0, -22.0], [-22.0, -22.0], [-22.0, -23.0], [-21.0, -23.0]]",21.9479999542,36.6990013123,2
40483,-22.5,-16.5,"[[-16.0, -23.0], [-16.0, -22.0], [-17.0, -22.0], [-17.0, -23.0], [-16.0, -23.0]]",21.3815789474,36.4950515346,19
40484,-22.5,-15.5,"[[-15.0, -23.0], [-15.0, -22.0], [-16.0, -22.0], [-16.0, -23.0], [-15.0, -23.0]]",21.3062105681,36.5176847357,19
40487,-22.5,-12.5,"[[-12.0, -23.0], [-12.0, -22.0], [-13.0, -22.0], [-13.0, -23.0], [-12.0, -23.0]]",20.8537369778,36.3852629411,19
40488,-22.5,-11.5,"[[-11.0, -23.0], [-11.0, -22.0], [-12.0, -22.0], [-12.0, -23.0], [-11.0, -23.0]]",20.7435790614,36.3977357965,19
40508,-22.5,8.5,"[[9.0, -23.0], [9.0, -22.0], [8.0, -22.0], [8.0, -23.0], [9.0, -23.0]]",17.2392857415,35.5484278543,14
40550,-22.5,50.5,"[[51.0, -23.0], [51.0, -22.0], [50.0, -22.0], [50.0, -23.0], [51.0, -23.0]]",24.7176667531,35.285333252,15
40563,-22.5,63.5,"[[64.0, -23.0], [64.0, -22.0], [63.0, -22.0], [63.0, -23.0], [64.0, -23.0]]",25.118500042,35.0702501297,20
40571,-22.5,71.5,"[[72.0, -23.0], [72.0, -22.0], [71.0, -22.0], [71.0, -23.0], [72.0, -23.0]]",23.4762309148,35.1739384578,39
40572,-22.5,72.5,"[[73.0, -23.0], [73.0, -22.0], [72.0, -22.0], [72.0, -23.0], [73.0, -23.0]]",23.458300066,,40
40574,-22.5,74.5,"[[75.0, -23.0], [75.0, -22.0], [74.0, -22.0], [74.0, -23.0], [75.0, -23.0]]",23.1675261447,35.2615262082,19
40576,-22.5,76.5,"[[77.0, -23.0], [77.0, -22.0], [76.0, -22.0], [76.0, -23.0], [77.0, -23.0]]",22.9067750931,35.3092853546,40
40577,-22.5,77.5,"[[78.0, -23.0], [78.0, -22.0], [77.0, -22.0], [77.0, -23.0], [78.0, -23.0]]",23.3395001094,35.2031726837,6
40578,-22.5,78.5,"[[79.0, -23.0], [79.0, -22.0], [78.0, -22.0], [78.0, -23.0], [79.0, -23.0]]",22.9598331451,35.2306658427,6
40579,-22.5,79.5,"[[80.0, -23.0], [80.0, -22.0], [79.0, -22.0], [79.0, -23.0], [80.0, -23.0]]",22.2219994863,35.4592234294,3
40601,-22.5,101.5,"[[102.0, -23.0], [102.0, -22.0], [101.0, -22.0], [101.0, -23.0], [102.0, -23.0]]",21.8516333262,34.8927335103,30
40602,-22.5,102.5,"[[103.0, -23.0], [103.0, -22.0], [102.0, -22.0], [102.0, -23.0], [103.0, -23.0]]",20.8463573456,35.3792732784,14
40607,-22.5,107.5,"[[108.0, -23.0], [108.0, -22.0], [107.0, -22.0], [107.0, -23.0], [108.0, -23.0]]",21.0444146133,35.3134878205,41
40608,-22.5,108.5,"[[109.0, -23.0], [109.0, -22.0], [108.0, -22.0], [108.0, -23.0], [109.0, -23.0]]",22.2372307411,35.0766161405,13
40609,-22.5,109.5,"[[110.0, -23.0], [110.0, -22.0], [109.0, -22.0], [109.0, -23.0], [110.0, -23.0]]",22.480714253,34.9099224636,14
40611,-22.5,111.5,"[[112.0, -23.0], [112.0, -22.0], [111.0, -22.0], [111.0, -23.0], [112.0, -23.0]]",22.5974286624,35.0581531525,28
40658,-22.5,158.5,"[[159.0, -23.0], [159.0, -22.0], [158.0, -22.0], [158.0, -23.0], [159.0, -23.0]]",23.5230712891,35.6295531137,14
40659,-22.5,159.5,"[[160.0, -23.0], [160.0, -22.0], [159.0, -22.0], [159.0, -23.0], [160.0, -23.0]]",23.4834667206,35.7229817708,15
40672,-22.5,172.5,"[[173.0, -23.0], [173.0, -22.0], [172.0, -22.0], [172.0, -23.0], [173.0, -23.0]]",24.3087501526,35.2126598358,4
40675,-22.5,175.5,"[[176.0, -23.0], [176.0, -22.0], [175.0, -22.0], [175.0, -23.0], [176.0, -23.0]]",25.1560001373,35.0319564126,11
40679,-22.5,179.5,"[[180.0, -23.0], [180.0, -22.0], [179.0, -22.0], [179.0, -23.0], [180.0, -23.0]]",23.1680000305,35.6119995117,5
40681,-23.5,-178.5,"[[-178.0, -24.0], [-178.0, -23.0], [-179.0, -23.0], [-179.0, -24.0], [-178.0, -24.0]]",23.7725385519,35.5453855074,13
40682,-23.5,-177.5,"[[-177.0, -24.0], [-177.0, -23.0], [-178.0, -23.0], [-178.0, -24.0], [-177.0, -24.0]]",24.0762856347,35.4016434806,14
40683,-23.5,-176.5,"[[-176.0, -24.0], [-176.0, -23.0], [-177.0, -23.0], [-177.0, -24.0], [-176.0, -24.0]]",23.8214737742,35.3916840804,19
40685,-23.5,-174.5,"[[-174.0, -24.0], [-174.0, -23.0], [-175.0, -23.0], [-175.0, -24.0], [-174.0, -24.0]]",23.1325787996,35.5440732052,19
40688,-23.5,-171.5,"[[-171.0, -24.0], [-171.0, -23.0], [-172.0, -23.0], [-172.0, -24.0], [-171.0, -24.0]]",23.8282857622,35.4750714983,14
40697,-23.5,-162.5,"[[-162.0, -24.0], [-162.0, -23.0], [-163.0, -23.0], [-163.0, -24.0], [-162.0, -24.0]]",23.5912744859,35.4636942546,51
40716,-23.5,-143.5,"[[-143.0, -24.0], [-143.0, -23.0], [-144.0, -23.0], [-144.0, -24.0], [-143.0, -24.0]]",22.5217179518,35.8987269279,39
40719,-23.5,-140.5,"[[-140.0, -24.0], [-140.0, -23.0], [-141.0, -23.0], [-141.0, -24.0], [-140.0, -24.0]]",21.9650001526,35.8457934062,3
40736,-23.5,-123.5,"[[-123.0, -24.0], [-123.0, -23.0], [-124.0, -23.0], [-124.0, -24.0], [-123.0, -24.0]]",23.1699994405,36.0863329569,3
40741,-23.5,-118.5,"[[-118.0, -24.0], [-118.0, -23.0], [-119.0, -23.0], [-119.0, -24.0], [-118.0, -24.0]]",23.1698572295,36.3309301649,28
40771,-23.5,-88.5,"[[-88.0, -24.0], [-88.0, -23.0], [-89.0, -23.0], [-89.0, -24.0], [-88.0, -24.0]]",18.3595895034,35.3494862287,39
40827,-23.5,-32.5,"[[-32.0, -24.0], [-32.0, -23.0], [-33.0, -23.0], [-33.0, -24.0], [-32.0, -24.0]]",23.1310893127,37.0366245678,56
40830,-23.5,-29.5,"[[-29.0, -24.0], [-29.0, -23.0], [-30.0, -23.0], [-30.0, -24.0], [-29.0, -24.0]]",22.5545456626,36.8714544123,11
40835,-23.5,-24.5,"[[-24.0, -24.0], [-24.0, -23.0], [-25.0, -23.0], [-25.0, -24.0], [-24.0, -24.0]]",22.175166448,36.8023325602,6
40838,-23.5,-21.5,"[[-21.0, -24.0], [-21.0, -23.0], [-22.0, -23.0], [-22.0, -24.0], [-21.0, -24.0]]",22.0419998169,36.7430000305,5
40861,-23.5,1.5,"[[2.0, -24.0], [2.0, -23.0], [1.0, -23.0], [1.0, -24.0], [2.0, -24.0]]",18.1206922776,35.6648713136,39
40867,-23.5,7.5,"[[8.0, -24.0], [8.0, -23.0], [7.0, -23.0], [7.0, -24.0], [8.0, -24.0]]",17.1551251411,35.4899988174,8
40917,-23.5,57.5,"[[58.0, -24.0], [58.0, -23.0], [57.0, -23.0], [57.0, -24.0], [58.0, -24.0]]",25.0832757621,35.0353934189,29
40919,-23.5,59.5,"[[60.0, -24.0], [60.0, -23.0], [59.0, -23.0], [59.0, -24.0], [60.0, -24.0]]",24.8982002258,35.0062510173,15
40933,-23.5,73.5,"[[74.0, -24.0], [74.0, -23.0], [73.0, -23.0], [73.0, -24.0], [74.0, -24.0]]",22.8699475339,35.2998416298,19
40938,-23.5,78.5,"[[79.0, -24.0], [79.0, -23.0], [78.0, -23.0], [78.0, -24.0], [79.0, -24.0]]",22.130571547,35.4630952563,42
40946,-23.5,86.5,"[[87.0, -24.0], [87.0, -23.0], [86.0, -23.0], [86.0, -24.0], [87.0, -24.0]]",22.2141110456,35.2514073407,27
40949,-23.5,89.5,"[[90.0, -24.0], [90.0, -23.0], [89.0, -23.0], [89.0, -24.0], [90.0, -24.0]]",21.1488462595,35.5353810237,13
40954,-23.5,94.5,"[[95.0, -24.0], [95.0, -23.0], [94.0, -23.0], [94.0, -24.0], [95.0, -24.0]]",20.729272669,,11
40961,-23.5,101.5,"[[102.0, -24.0], [102.0, -23.0], [101.0, -23.0], [101.0, -24.0], [102.0, -24.0]]",22.2817856925,34.7889995575,14
40965,-23.5,105.5,"[[106.0, -24.0], [106.0, -23.0], [105.0, -23.0], [105.0, -24.0], [106.0, -24.0]]",20.8970000403,35.3888476236,14
41014,-23.5,154.5,"[[155.0, -24.0], [155.0, -23.0], [154.0, -23.0], [154.0, -24.0], [155.0, -24.0]]",24.1643927438,35.4336654118,28
41034,-23.5,174.5,"[[175.0, -24.0], [175.0, -23.0], [174.0, -23.0], [174.0, -24.0], [175.0, -24.0]]",24.5556426729,35.1534560067,14
41035,-23.5,175.5,"[[176.0, -24.0], [176.0, -23.0], [175.0, -23.0], [175.0, -24.0], [176.0, -24.0]]",24.2484760284,35.2451079232,21
41046,-24.5,-173.5,"[[-173.0, -25.0], [-173.0, -24.0], [-174.0, -24.0], [-174.0, -25.0], [-173.0, -25.0]]",23.3800789682,35.5409157402,38
41047,-24.5,-172.5,"[[-172.0, -25.0], [-172.0, -24.0], [-173.0, -24.0], [-173.0, -25.0], [-172.0, -25.0]]",24.548821313,35.4019283567,28
41048,-24.5,-171.5,"[[-171.0, -25.0], [-171.0, -24.0], [-172.0, -24.0], [-172.0, -25.0], [-171.0, -25.0]]",23.561461522,35.4630000775,13
41052,-24.5,-167.5,"[[-167.0, -25.0], [-167.0, -24.0], [-168.0, -24.0], [-168.0, -25.0], [-167.0, -25.0]]",22.8136665026,,12
41053,-24.5,-166.5,"[[-166.0, -25.0], [-166.0, -24.0], [-167.0, -24.0], [-167.0, -25.0], [-166.0, -25.0]]",22.9751388762,35.5918464661,38
41063,-24.5,-156.5,"[[-156.0, -25.0], [-156.0, -24.0], [-157.0, -24.0], [-157.0, -25.0], [-156.0, -25.0]]",23.3423748016,35.7543749809,8
41066,-24.5,-153.5,"[[-153.0, -25.0], [-153.0, -24.0], [-154.0, -24.0], [-154.0, -25.0], [-153.0, -25.0]]",23.5727996826,,5
41067,-24.5,-152.5,"[[-152.0, -25.0], [-152.0, -24.0], [-153.0, -24.0], [-153.0, -25.0], [-152.0, -25.0]]",22.8084003448,,5
41076,-24.5,-143.5,"[[-143.0, -25.0], [-143.0, -24.0], [-144.0, -24.0], [-144.0, -25.0], [-143.0, -25.0]]",22.6979999542,35.9752502441,4
41080,-24.5,-139.5,"[[-139.0, -25.0], [-139.0, -24.0], [-140.0, -24.0], [-140.0, -25.0], [-139.0, -25.0]]",21.9579472793,35.8462473217,38
41096,-24.5,-123.5,"[[-123.0, -25.0], [-123.0, -24.0], [-124.0, -24.0], [-124.0, -25.0], [-123.0, -25.0]]",23.2150001526,36.1567516327,4
41116,-24.5,-103.5,"[[-103.0, -25.0], [-103.0, -24.0], [-104.0, -24.0], [-104.0, -25.0], [-103.0, -25.0]]",20.7182497978,36.0287494659,4
41129,-24.5,-90.5,"[[-90.0, -25.0], [-90.0, -24.0], [-91.0, -24.0], [-91.0, -25.0], [-90.0, -25.0]]",4.6449999809,20.9309997559,1
41195,-24.5,-24.5,"[[-24.0, -25.0], [-24.0, -24.0], [-25.0, -24.0], [-25.0, -25.0], [-24.0, -25.0]]",22.0201842659,36.7803949055,38
41212,-24.5,-7.5,"[[-7.0, -25.0], [-7.0, -24.0], [-8.0, -24.0], [-8.0, -25.0], [-7.0, -25.0]]",20.2533198547,36.3422789001,25
41221,-24.5,1.5,"[[2.0, -25.0], [2.0, -24.0], [1.0, -24.0], [1.0, -25.0], [2.0, -25.0]]",18.2931581798,35.7140533046,19
41227,-24.5,7.5,"[[8.0, -25.0], [8.0, -24.0], [7.0, -24.0], [7.0, -25.0], [8.0, -25.0]]",17.0517996788,35.4869995117,20
41228,-24.5,8.5,"[[9.0, -25.0], [9.0, -24.0], [8.0, -24.0], [8.0, -25.0], [9.0, -25.0]]",17.454650116,35.616799736,20
41232,-24.5,12.5,"[[13.0, -25.0], [13.0, -24.0], [12.0, -24.0], [12.0, -25.0], [13.0, -25.0]]",15.2745185428,35.0987774884,27
41262,-24.5,42.5,"[[43.0, -25.0], [43.0, -24.0], [42.0, -24.0], [42.0, -25.0], [43.0, -25.0]]",25.7490005493,35.3662509918,4
41288,-24.5,68.5,"[[69.0, -25.0], [69.0, -24.0], [68.0, -24.0], [68.0, -25.0], [69.0, -25.0]]",23.4678001404,35.2119400024,5
41293,-24.5,73.5,"[[74.0, -25.0], [74.0, -24.0], [73.0, -24.0], [73.0, -25.0], [74.0, -25.0]]",22.9177498817,35.3945331573,4
41299,-24.5,79.5,"[[80.0, -25.0], [80.0, -24.0], [79.0, -24.0], [79.0, -25.0], [80.0, -25.0]]",21.8814359812,35.5511436462,39
41300,-24.5,80.5,"[[81.0, -25.0], [81.0, -24.0], [80.0, -24.0], [80.0, -25.0], [81.0, -25.0]]",21.8066922701,35.4707609323,13
41301,-24.5,81.5,"[[82.0, -25.0], [82.0, -24.0], [81.0, -24.0], [81.0, -25.0], [82.0, -25.0]]",21.8066922701,35.4707609323,13
41305,-24.5,85.5,"[[86.0, -25.0], [86.0, -24.0], [85.0, -24.0], [85.0, -25.0], [86.0, -25.0]]",21.0412145342,35.6762084961,14
41324,-24.5,104.5,"[[105.0, -25.0], [105.0, -24.0], [104.0, -24.0], [104.0, -25.0], [105.0, -25.0]]",19.27205019,35.7153600693,20
41330,-24.5,110.5,"[[111.0, -25.0], [111.0, -24.0], [110.0, -24.0], [110.0, -25.0], [111.0, -25.0]]",21.6862963924,35.236782074,27
41373,-24.5,153.5,"[[154.0, -25.0], [154.0, -24.0], [153.0, -24.0], [153.0, -25.0], [154.0, -25.0]]",24.2451784951,35.5076081412,28
41378,-24.5,158.5,"[[159.0, -25.0], [159.0, -24.0], [158.0, -24.0], [158.0, -25.0], [159.0, -25.0]]",22.9424991608,35.6805343628,2
41389,-24.5,169.5,"[[170.0, -25.0], [170.0, -24.0], [169.0, -24.0], [169.0, -25.0], [170.0, -25.0]]",22.5439999898,35.8253339132,3
41398,-24.5,178.5,"[[179.0, -25.0], [179.0, -24.0], [178.0, -24.0], [178.0, -25.0], [179.0, -25.0]]",21.6845714024,35.7743045262,14
41407,-25.5,-172.5,"[[-172.0, -26.0], [-172.0, -25.0], [-173.0, -25.0], [-173.0, -26.0], [-172.0, -26.0]]",22.5757500785,35.6607855388,28
41422,-25.5,-157.5,"[[-157.0, -26.0], [-157.0, -25.0], [-158.0, -25.0], [-158.0, -26.0], [-157.0, -26.0]]",22.6652309711,35.725077409,13
41462,-25.5,-117.5,"[[-117.0, -26.0], [-117.0, -25.0], [-118.0, -25.0], [-118.0, -26.0], [-117.0, -26.0]]",22.4058570862,36.1334942409,7
41469,-25.5,-110.5,"[[-110.0, -26.0], [-110.0, -25.0], [-111.0, -25.0], [-111.0, -26.0], [-110.0, -26.0]]",22.0833333333,36.2919120789,3
41475,-25.5,-104.5,"[[-104.0, -26.0], [-104.0, -25.0], [-105.0, -25.0], [-105.0, -26.0], [-104.0, -26.0]]",20.575738044,35.9625711895,42
41492,-25.5,-87.5,"[[-87.0, -26.0], [-87.0, -25.0], [-88.0, -25.0], [-88.0, -26.0], [-87.0, -26.0]]",18.0329473395,35.1911058928,19
41506,-25.5,-73.5,"[[-73.0, -26.0], [-73.0, -25.0], [-74.0, -25.0], [-74.0, -26.0], [-73.0, -26.0]]",15.6429232817,34.6225398137,13
41538,-25.5,-41.5,"[[-41.0, -26.0], [-41.0, -25.0], [-42.0, -25.0], [-42.0, -26.0], [-41.0, -26.0]]",22.9741251469,37.1286249161,8
41555,-25.5,-24.5,"[[-24.0, -26.0], [-24.0, -25.0], [-25.0, -25.0], [-25.0, -26.0], [-24.0, -26.0]]",21.663947256,36.6957369353,19
41557,-25.5,-22.5,"[[-22.0, -26.0], [-22.0, -25.0], [-23.0, -25.0], [-23.0, -26.0], [-22.0, -26.0]]",21.4078947368,36.7783948999,38
41582,-25.5,2.5,"[[3.0, -26.0], [3.0, -25.0], [2.0, -25.0], [2.0, -26.0], [3.0, -26.0]]",17.9257500648,35.7223499298,20
41583,-25.5,3.5,"[[4.0, -26.0], [4.0, -25.0], [3.0, -25.0], [3.0, -26.0], [4.0, -26.0]]",18.2975264098,35.7530511555,19
41588,-25.5,8.5,"[[9.0, -26.0], [9.0, -25.0], [8.0, -25.0], [8.0, -26.0], [9.0, -26.0]]",17.0968002319,35.5108009338,5
41590,-25.5,10.5,"[[11.0, -26.0], [11.0, -25.0], [10.0, -25.0], [10.0, -26.0], [11.0, -26.0]]",16.9459474463,35.5707361322,19
41592,-25.5,12.5,"[[13.0, -26.0], [13.0, -25.0], [12.0, -25.0], [12.0, -26.0], [13.0, -26.0]]",14.6564999989,34.992250715,28
41620,-25.5,40.5,"[[41.0, -26.0], [41.0, -25.0], [40.0, -25.0], [40.0, -26.0], [41.0, -26.0]]",22.7956670125,35.4233334859,3
41635,-25.5,55.5,"[[56.0, -26.0], [56.0, -25.0], [55.0, -25.0], [55.0, -26.0], [56.0, -26.0]]",25.1969998678,35.2796669006,3
41652,-25.5,72.5,"[[73.0, -26.0], [73.0, -25.0], [72.0, -25.0], [72.0, -26.0], [73.0, -26.0]]",22.7008696846,35.3685664301,23
41653,-25.5,73.5,"[[74.0, -26.0], [74.0, -25.0], [73.0, -25.0], [73.0, -26.0], [74.0, -26.0]]",22.2292499542,35.444776535,4
41659,-25.5,79.5,"[[80.0, -26.0], [80.0, -25.0], [79.0, -25.0], [79.0, -26.0], [80.0, -26.0]]",21.5971250534,35.6183514595,8
41662,-25.5,82.5,"[[83.0, -26.0], [83.0, -25.0], [82.0, -25.0], [82.0, -26.0], [83.0, -26.0]]",21.6289999644,35.5316368103,15
41665,-25.5,85.5,"[[86.0, -26.0], [86.0, -25.0], [85.0, -25.0], [85.0, -26.0], [86.0, -26.0]]",20.7692140852,35.6560805185,14
41667,-25.5,87.5,"[[88.0, -26.0], [88.0, -25.0], [87.0, -25.0], [87.0, -26.0], [88.0, -26.0]]",21.1688335737,,12
41668,-25.5,88.5,"[[89.0, -26.0], [89.0, -25.0], [88.0, -25.0], [88.0, -26.0], [89.0, -26.0]]",20.9185001055,,12
41672,-25.5,92.5,"[[93.0, -26.0], [93.0, -25.0], [92.0, -25.0], [92.0, -26.0], [93.0, -26.0]]",20.1163572584,35.7295684814,14
41677,-25.5,97.5,"[[98.0, -26.0], [98.0, -25.0], [97.0, -25.0], [97.0, -26.0], [98.0, -26.0]]",20.3851427351,,7
41683,-25.5,103.5,"[[104.0, -26.0], [104.0, -25.0], [103.0, -25.0], [103.0, -26.0], [104.0, -26.0]]",18.9201500893,35.8559101105,20
41734,-25.5,154.5,"[[155.0, -26.0], [155.0, -25.0], [154.0, -25.0], [154.0, -26.0], [155.0, -26.0]]",23.451384471,35.5407195458,13
41750,-25.5,170.5,"[[171.0, -26.0], [171.0, -25.0], [170.0, -25.0], [170.0, -26.0], [171.0, -26.0]]",23.033600235,35.5695999146,5
41752,-25.5,172.5,"[[173.0, -26.0], [173.0, -25.0], [172.0, -25.0], [172.0, -26.0], [173.0, -26.0]]",22.7299232483,35.7528457642,13
41758,-25.5,178.5,"[[179.0, -26.0], [179.0, -25.0], [178.0, -25.0], [178.0, -26.0], [179.0, -26.0]]",21.7982000987,35.7823059082,15
41772,-26.5,-167.5,"[[-167.0, -27.0], [-167.0, -26.0], [-168.0, -26.0], [-168.0, -27.0], [-167.0, -27.0]]",22.6707003593,35.6083198547,20
41773,-26.5,-166.5,"[[-166.0, -27.0], [-166.0, -26.0], [-167.0, -26.0], [-167.0, -27.0], [-166.0, -27.0]]",22.0105000276,35.642577098,26
41775,-26.5,-164.5,"[[-164.0, -27.0], [-164.0, -26.0], [-165.0, -26.0], [-165.0, -27.0], [-164.0, -27.0]]",21.5813500404,35.3636901855,20
41789,-26.5,-150.5,"[[-150.0, -27.0], [-150.0, -26.0], [-151.0, -26.0], [-151.0, -27.0], [-150.0, -27.0]]",21.0063844828,35.800230173,13
41820,-26.5,-119.5,"[[-119.0, -27.0], [-119.0, -26.0], [-120.0, -26.0], [-120.0, -27.0], [-119.0, -27.0]]",21.0714998245,35.7280006409,4
41838,-26.5,-101.5,"[[-101.0, -27.0], [-101.0, -26.0], [-102.0, -26.0], [-102.0, -27.0], [-101.0, -27.0]]",19.9760717664,35.7814282009,14
41897,-26.5,-42.5,"[[-42.0, -27.0], [-42.0, -26.0], [-43.0, -26.0], [-43.0, -27.0], [-42.0, -27.0]]",22.8352627001,37.125946848,19
41899,-26.5,-40.5,"[[-40.0, -27.0], [-40.0, -26.0], [-41.0, -26.0], [-41.0, -27.0], [-40.0, -27.0]]",22.1041999817,36.7385005951,10
41903,-26.5,-36.5,"[[-36.0, -27.0], [-36.0, -26.0], [-37.0, -26.0], [-37.0, -27.0], [-36.0, -27.0]]",22.2410999298,36.8198997498,20
41908,-26.5,-31.5,"[[-31.0, -27.0], [-31.0, -26.0], [-32.0, -26.0], [-32.0, -27.0], [-31.0, -27.0]]",21.6161998749,36.4869995117,5
41914,-26.5,-25.5,"[[-25.0, -27.0], [-25.0, -26.0], [-26.0, -26.0], [-26.0, -27.0], [-25.0, -27.0]]",20.6003332138,36.3026663462,6
41950,-26.5,10.5,"[[11.0, -27.0], [11.0, -26.0], [10.0, -26.0], [10.0, -27.0], [11.0, -27.0]]",16.5205260829,35.4083689639,19
41975,-26.5,35.5,"[[36.0, -27.0], [36.0, -26.0], [35.0, -26.0], [35.0, -27.0], [36.0, -27.0]]",24.0056667328,,3
41980,-26.5,40.5,"[[41.0, -27.0], [41.0, -26.0], [40.0, -26.0], [40.0, -27.0], [41.0, -27.0]]",23.1033331553,35.4459991455,3
41981,-26.5,41.5,"[[42.0, -27.0], [42.0, -26.0], [41.0, -26.0], [41.0, -27.0], [42.0, -27.0]]",23.1143686395,35.4157471908,19
41995,-26.5,55.5,"[[56.0, -27.0], [56.0, -26.0], [55.0, -26.0], [55.0, -27.0], [56.0, -27.0]]",23.8419996897,35.2363332113,3
41996,-26.5,56.5,"[[57.0, -27.0], [57.0, -26.0], [56.0, -26.0], [56.0, -27.0], [57.0, -27.0]]",23.3015642411,35.2866562085,39
42026,-26.5,86.5,"[[87.0, -27.0], [87.0, -26.0], [86.0, -26.0], [86.0, -27.0], [87.0, -27.0]]",19.4532504082,,4
42039,-26.5,99.5,"[[100.0, -27.0], [100.0, -26.0], [99.0, -26.0], [99.0, -27.0], [100.0, -27.0]]",19.1488929476,35.8312471935,28
42040,-26.5,100.5,"[[101.0, -27.0], [101.0, -26.0], [100.0, -26.0], [100.0, -27.0], [101.0, -27.0]]",19.4319996467,35.8555224492,13
42042,-26.5,102.5,"[[103.0, -27.0], [103.0, -26.0], [102.0, -26.0], [102.0, -27.0], [103.0, -27.0]]",19.0705713545,35.8156078884,14
42047,-26.5,107.5,"[[108.0, -27.0], [108.0, -26.0], [107.0, -26.0], [107.0, -27.0], [108.0, -27.0]]",19.6312140056,35.6225610461,14
42110,-26.5,170.5,"[[171.0, -27.0], [171.0, -26.0], [170.0, -26.0], [170.0, -27.0], [171.0, -27.0]]",22.6337275072,35.6955451965,11
