ts
18.927879316
19.2759794078
19.4915136624
20.0859953733
19.2276598086
20.1238796095
20.1822873869
19.6093990128
19.1663934092
19.1477782213
18.7024173867
18.666177428
18.9026088706
19.4650611811
20.1625154538
20.0996658071
20.0349331425
20.3238807313
20.8468021144
20.0361589383
19.4436251981
19.3966313496
19.5262945293
19.6740025197
19.4178753545
18.7440672656
18.9628736456
19.9097572054
18.6669725754
18.5052430202
18.4586293523
18.4975214483
18.3999636937
18.2303286564
18.9621602168
18.8094297031
18.7072456001
19.0556489349
18.3585600555
18.9686780893
19.3254888529
19.6255107206
19.1955755225
19.158227437
19.3061153454
19.0926896795
19.2639331386
19.4248311155
19.5185520241
18.8492839764
19.2664419515
19.2430060997
18.3862113752
18.0043773963
18.4845567553
18.9326502423
17.9669449153
17.8829070772
18.0483818521
18.3489186813
18.1525462691
18.0957017953
18.0462135015
18.3578954867
18.0475488772
18.1787795881
18.4863311735
18.6389820696
18.9295895783
18.5542873259
18.79529596
19.5380607886
19.826659011
19.5198347161
19.1546654744
19.131073068
18.9317330883
19.1964310281
18.8833020688
18.7916353177
19.4027917249
19.4854884213
19.5614334542
19.3081967348
19.0489729004
19.4881290671
19.6714736422
19.6599000522
19.7008153911
19.8590184261
19.8495253547
19.8910892693
19.740648232
19.9039122434
20.1066887284
19.7639149022
19.5330718902
19.448717086
19.1914249715
19.1980751434
19.1266141849
18.9190541382
19.0507379337
19.4044939428
19.3601263724
19.2395041698
19.1867427622
19.3700228925
18.9939854055
18.5155147292
18.8451439128
19.120262037
19.182871943
19.2802988824
19.4821849061
19.6217302726
20.0959252794
20.0861679826
20.1530607625
20.2674616592
20.3338608603
20.2158579938
20.371027186
20.5541136652
20.883910047
20.6577565054
20.1982521877
20.2316486739
19.9352835398
20.0603782704
20.1254328687
20.221716634
20.1188405462
20.0797222388
20.0950339515
20.3983913368
20.1286290816
19.9398061387
19.7222037269
19.6619700976
19.9047168119
19.6599904133
19.6296160816
19.4216454182
19.1461474806
18.6633001427
19.2254091155
19.0112571035
18.9308787563
19.122951696
19.9257806947
19.7383658958
19.3380542999
19.5904365785
19.5142083616
19.2680216851
19.782177787
19.9293362817
19.7168782543
19.4778646252
19.4155224442
19.6587606234
19.8788500721
19.5829463534
20.1556695104
20.4357132976
20.1129107044
20.0986323358
19.8153757221
19.6168162978
19.4417918893
19.4498219101
19.5834589803
19.9006691609
20.0667181843
20.1925925843
20.2507307353
20.7282453264
20.5432356794
20.0906182981
19.8957723715
19.5451252787
19.8426856169
20.023438389
19.893160062
19.7828558558
19.6548793022
19.6478304116
19.6781601608
19.8952982484
19.7171621453
19.5237379615
19.5815478105
19.3130887812
18.8774374262
19.1556629308
18.9812473154
18.7999144719
18.4729808104
19.3006242526
19.3848679759
19.5164420532
19.4636376942
19.3722715568
19.5947876413
19.4168288421
19.436104356
19.6449312689
19.8618391214
19.7837516993
19.4088940866
19.7754926427
19.6045511275
19.2764096022
19.7156598891
19.4837153364
20.0572931309
19.5608190085
19.5467180406
19.3305448336
19.4483892027
20.1912281027
19.5045519003
19.2008109026
18.7755965437
18.6848758406
18.7366036836
18.5268503338
18.8288075728
19.3028513101
19.1089919431
19.1168981209
19.6414656355
20.0253847752
19.8885345138
19.6625319681
18.8520348555
18.9856185005
19.4238679235
19.4408493103
19.2914831317
20.0424461843
19.6956300705
19.2684478476
19.4978707774
19.4606794218
19.8462511885
19.9301369424
19.7071435948
19.5902779542
19.3554102637
19.0979229237
19.4994724439
19.8348698362
19.676948707
19.3610700065
19.1161428912
19.1341144832
19.5405521326
19.8945801435
19.7136862142
19.6509706699
19.6750781177
20.0373701053
19.7759565969
19.5161467817
19.3640592876
19.0795677317
18.8179480877
19.2525196119
19.3230697649
19.5630719684
19.9404335118
19.3007254391
19.4029485775
18.9671628495
19.0171975962
19.2821114843
19.4907931659
19.2109670602
19.285179254
19.1587632755
18.698565073
18.5495744402
18.1756755641
18.8632133714
18.8363635608
19.2354471829
19.0409199547
19.0432589915
18.7522592305
19.0996314123
19.3320157572
19.7169854778
19.7900183585
19.7298462761
19.5395614838
19.5822490789
19.6557312878
19.5944845418
20.0817426469
19.6944153006
19.8433321835
19.5337274875
19.0506599677
19.6935097555
19.8078279574
19.5068179405
19.925278313
19.805448413
19.7923352821
19.5540716475
19.3151194213
19.5027829404
19.7892280243
19.5238933521
19.6333442479
19.4303589032
19.8656116592
20.3153647133
20.279256787
20.0604456422
20.0990900404
19.9577951958
20.2333824133
20.3157426975
20.1524159513
19.3190533512
19.2129874013
18.9601010137
19.3684195296
19.0840153313
18.9744479558
18.8916204201
18.8343942645
19.2985909818
18.6434716001
18.9859074104
19.3778566693
19.4729463699
19.7316037118
19.3884995388
19.3665264682
19.297219521
19.7159583724
19.7911499254
20.4267751226
20.1879419718
19.8311681443
19.9126893457
19.7197918756
19.9095379575
20.017681962
19.9680392587
19.2073301384
19.410410736
19.9213594651
19.7602108824
20.1192248052
20.1084154605
20.0741567914
19.9311463324
20.1423065095
20.3878115867
20.0698388977
19.6634354641
19.5690030248
19.749161024
19.9095883251
19.7378310383
19.4990792496
19.5614253914
20.1720930493
20.2087347917
19.8786153135
19.3529019453
19.7637409814
19.5081629648
19.8394281647
19.9822359513
19.9829133102
19.5608353799
19.1947884613
18.6502900914
19.2045440702
19.6707152466
19.9395817929
19.7423913434
20.2710955073
20.0854880416
19.9917366557
19.7266689181
19.6394912724
19.658837251
19.8503923875
19.8987704513
19.5632784191
19.4701182555
20.1110328289
20.592391812
20.7209029192
