timeIdx,timeIdx,endDate,hPres,lPres,nProf,psalMean,psalStd,startDate,tempMean,tempStd,depthMin,depthMax,depthIdx
0,0,2004-02-03,60,50,3,36.40895080566406,0.05583357111294048,2004-01-01,17.085333506266274,0.30905392988024866,50,60,5
1,1,2004-03-08,60,50,4,36.38979911804199,0.11162152385952118,2004-02-04,16.861749649047848,0.645608099079163,50,60,5
2,2,2004-04-11,60,50,4,36.40300178527832,0.05583577278664819,2004-03-09,16.7357497215271,0.3052784276250593,50,60,5
3,3,2004-05-14,60,50,9,36.45495096842448,0.11070138500525868,2004-04-12,16.920888900756836,0.6054244500992197,50,60,5
4,4,2004-06-16,60,50,9,36.44038645426432,0.1235869712834365,2004-05-15,17.043333265516495,0.5988530367708003,50,60,5
5,5,2004-07-19,60,50,8,36.47577857971192,0.15719977009777916,2004-06-17,17.644875049591068,0.7797478835880072,50,60,5
6,6,2004-08-21,60,50,11,36.4485688643022,0.13117802486903687,2004-07-20,18.351454648104585,1.0603652539865354,50,60,5
7,7,2004-09-23,60,50,9,36.414176093207466,0.14751470871037115,2004-08-22,18.793222215440537,1.1444357765637465,50,60,5
8,8,2004-10-26,60,50,8,36.6354660987854,0.22974883355702605,2004-09-24,21.21975040435791,1.3700510967237518,50,60,5
9,9,2004-11-28,60,50,11,36.59669182517312,0.22198422106981,2004-10-27,19.87118183482777,1.6365174554322257,50,60,5
10,10,2004-12-31,60,50,7,36.55615016392299,0.20461492755085472,2004-11-29,18.17528588431222,1.2682195373166285,50,60,5
11,11,2005-02-03,60,50,9,36.42799843682183,0.20865081804931632,2005-01-01,16.683333396911618,1.1637144773379136,50,60,5
12,12,2005-03-09,60,50,9,36.34877692328559,0.1627334413103967,2005-02-04,15.892111142476402,0.9703280153971172,50,60,5
13,13,2005-04-11,60,50,8,36.27154779434204,0.14475234878807133,2005-03-10,15.583624720573425,0.814175338204878,50,60,5
14,14,2005-05-14,60,50,11,36.29652362399631,0.2173144439186198,2005-04-12,15.934545690363104,1.1964385036130338,50,60,5
15,15,2005-06-16,60,50,12,36.33639793395996,0.21202555851060267,2005-05-15,16.683833360671994,1.1638558667792247,50,60,5
16,16,2005-07-19,60,50,9,36.32275772094727,0.179314025331343,2005-06-17,16.919888708326553,0.9251332451024692,50,60,5
17,17,2005-08-21,60,50,9,36.41378911336263,0.15403983171817182,2005-07-20,18.585222032335068,0.9867891133762514,50,60,5
18,18,2005-09-23,60,50,9,36.50303077697754,0.1758881744842087,2005-08-22,18.495444721645782,1.8997945968479388,50,60,5
19,19,2005-10-26,60,50,22,36.34151739823191,0.1906534002706855,2005-09-24,18.141727274114434,1.9985940221739824,50,60,5
20,20,2005-11-28,60,50,16,36.36833143234253,0.22283104225175493,2005-10-27,18.443500161170963,1.4406002396506408,50,60,5
21,21,2005-12-31,60,50,13,36.4375,0.2052959814320421,2005-11-29,17.50392297598032,1.2164041740010327,50,60,5
22,22,2006-02-03,60,50,17,36.40558781343348,0.16113438483045242,2006-01-01,16.29017650379854,0.9940947967250764,50,60,5
23,23,2006-03-09,60,50,17,36.301117616541255,0.12071186173098553,2006-02-04,15.420941296745749,0.8078650302486079,50,60,5
24,24,2006-04-11,60,50,17,36.31046676635742,0.13816841612516545,2006-03-10,15.485117687898526,0.8430404399492476,50,60,5
25,25,2006-05-14,60,50,31,36.2820556640625,0.1309621222909333,2006-04-12,15.837129131440193,0.8226329438723571,50,60,5
26,26,2006-06-16,60,50,18,36.33634588453504,0.10598033740283797,2006-05-15,16.897833506266274,0.7502416894942177,50,60,5
27,27,2006-07-19,60,50,18,36.34620136684842,0.11674585126409155,2006-06-17,17.16094446182251,1.014653603222463,50,60,5
28,28,2006-08-21,60,50,22,36.26671825755727,0.168737706887349,2006-07-20,17.24636346643621,1.4144783091360025,50,60,5
29,29,2006-09-23,60,50,20,36.345232009887695,0.16223743468560325,2006-08-22,17.326899909973143,1.3183893226738237,50,60,5
30,30,2006-10-26,60,50,30,36.34534744989304,0.17020756885065488,2006-09-24,19.243100039164226,1.4689276424959332,50,60,5
31,31,2006-11-28,60,50,29,36.437575340271,0.188775742404846,2006-10-27,19.68955184673441,1.6558989086184055,50,60,5
32,32,2006-12-31,60,50,29,36.50810241699219,0.13672828970137035,2006-11-29,18.844310365874197,0.8061586821971509,50,60,5
33,33,2007-02-03,60,50,31,36.49844067891439,0.1406333864584507,2007-01-01,17.849483859154486,0.7875107646005158,50,60,5
34,34,2007-03-09,60,50,30,36.416530462411735,0.1305809155525408,2007-02-04,17.117300033569336,0.7530435134609524,50,60,5
35,35,2007-04-11,60,50,28,36.38228759765625,0.16108331985486282,2007-03-10,16.786928483418055,0.86121077732722,50,60,5
36,36,2007-05-14,60,50,25,36.40184835954146,0.15553102916825404,2007-04-12,16.921039924621578,0.9584992690208536,50,60,5
37,37,2007-06-16,60,50,33,36.42526003519694,0.13998903538032667,2007-05-15,17.479242353728324,0.9547058928212364,50,60,5
38,38,2007-07-19,60,50,35,36.53155708312988,0.1341061525687822,2007-06-17,18.594971466064454,0.9734415260808388,50,60,5
39,39,2007-08-21,60,50,32,36.60928226339406,0.13652857557807402,2007-07-20,19.944468677043915,1.0663448429014684,50,60,5
40,40,2007-09-23,60,50,32,36.59613510658001,0.1525369813619354,2007-08-22,20.207218766212467,1.3006973359015723,50,60,5
41,41,2007-10-26,60,50,38,36.654959398157466,0.15907820528277788,2007-09-24,20.66939469387657,1.3940145291527009,50,60,5
42,42,2007-11-28,60,50,48,36.70997593619607,0.14698062138097245,2007-10-27,20.552604118982956,0.9679270412919035,50,60,5
43,43,2007-12-31,60,50,40,36.66123704652529,0.11016667917694356,2007-11-29,19.22022490501404,0.6786272675092503,50,60,5
44,44,2008-02-03,60,50,46,36.59685452779134,0.07445348027974327,2008-01-01,18.16947837497877,0.6004962489419938,50,60,5
45,45,2008-03-08,60,50,40,36.58074970734425,0.07583301947197353,2008-02-04,17.808824968338012,0.5318813424655155,50,60,5
46,46,2008-04-11,60,50,32,36.53930771350861,0.10379675483745054,2008-03-09,17.471781224012375,0.5196527036391843,50,60,5
47,47,2008-05-14,60,50,34,36.53757488026338,0.10123084222055433,2008-04-12,17.625764510210818,0.4635356761186088,50,60,5
48,48,2008-06-16,60,50,33,36.53079281431256,0.13456077187812696,2008-05-15,17.854969747138746,0.7043900415350006,50,60,5
49,49,2008-07-19,60,50,29,36.53740113357018,0.15755779054424698,2008-06-17,18.403413772583008,0.8412591933934225,50,60,5
50,50,2008-08-21,60,50,33,36.64056061253403,0.3826320091885411,2008-07-20,18.78739406123306,1.5518929604048168,50,60,5
51,51,2008-09-23,60,50,33,36.63202586318507,0.19158109964111872,2008-08-22,20.630303064982094,1.7586287066255557,50,60,5
52,52,2008-10-26,60,50,22,36.65220919522372,0.17447053615704,2008-09-24,20.77672715620561,1.3000248571200597,50,60,5
53,53,2008-11-28,60,50,17,36.77337938196519,0.121713517413373,2008-10-27,20.27094100503361,0.8183782742813372,50,60,5
54,54,2008-12-31,60,50,18,36.64885563320584,0.09923217744968063,2008-11-29,18.148944324917267,0.7799938763326623,50,60,5
55,55,2009-02-03,60,50,26,36.603375801673295,0.1099384793945929,2009-01-01,17.65457688845121,0.7798906867465786,50,60,5
56,56,2009-03-09,60,50,30,36.50707092285156,0.10351314004690984,2009-02-04,16.81419998804728,0.6362848169686901,50,60,5
57,57,2009-04-11,60,50,28,36.482261112758096,0.1067246517734227,2009-03-10,16.703428472791398,0.6348563138392507,50,60,5
58,58,2009-05-14,60,50,24,36.5131285985311,0.11892451296339265,2009-04-12,17.101791699727375,0.6729366753466554,50,60,5
59,59,2009-06-16,60,50,24,36.546842892964676,0.12256082672488962,2009-05-15,17.562124967575073,0.7101339648711126,50,60,5
60,60,2009-07-19,60,50,24,36.48184172312417,0.1966269554134132,2009-06-17,17.717166543006893,1.1751326423648183,50,60,5
61,61,2009-08-21,60,50,28,36.38244656154089,0.185213917150513,2009-07-20,17.798107147216797,1.1208373137945449,50,60,5
62,62,2009-09-23,60,50,26,36.516788042508644,0.1795707477217975,2009-08-22,19.269192145420963,1.7507656171264898,50,60,5
63,63,2009-10-26,60,50,24,36.53904840220576,0.21160049301246114,2009-09-24,19.991125106811523,1.7129088208062349,50,60,5
64,64,2009-11-28,60,50,28,36.56936836242676,0.23792595158870716,2009-10-27,20.28118529143157,1.5347375015486315,50,60,5
65,65,2009-12-31,60,50,26,36.52810140756461,0.1807592378500857,2009-11-29,19.24819227365347,0.9914616424473848,50,60,5
66,66,2010-02-03,60,50,29,36.44326690147663,0.1881106658187208,2010-01-01,17.66655162285114,1.08929802579377,50,60,5
67,67,2010-03-09,60,50,24,36.43677520751953,0.1465708507415548,2010-02-04,17.189000209172562,0.8061838715040874,50,60,5
68,68,2010-04-11,60,50,24,36.36029895146689,0.1554895713995812,2010-03-10,16.624874989191696,0.8355473466242669,50,60,5
69,69,2010-05-14,60,50,27,36.397155055293325,0.1686494674725465,2010-04-12,16.994259516398113,0.945611647458724,50,60,5
70,70,2010-06-16,60,50,30,36.434126408894855,0.1504977385542325,2010-05-15,17.676533444722494,0.7960895435310628,50,60,5
71,71,2010-07-19,60,50,25,36.42101974487305,0.14748164518150536,2010-06-17,18.092359924316405,1.0546926599076665,50,60,5
72,72,2010-08-21,60,50,30,36.409880447387685,0.14784160818525752,2010-07-20,18.748366673787434,1.1659811283952886,50,60,5
73,73,2010-09-23,60,50,29,36.38176161667396,0.1847562707912173,2010-08-22,19.313965501456426,1.6896347798307518,50,60,5
74,74,2010-10-26,60,50,25,36.47495834350586,0.1992334423930928,2010-09-24,20.0760400390625,1.6245048345351103,50,60,5
75,75,2010-11-28,60,50,24,36.60132360458374,0.15795303151604442,2010-10-27,20.45408344268799,0.9400210417338324,50,60,5
76,76,2010-12-31,60,50,20,36.55539665222168,0.1060630083071138,2010-11-29,18.793349742889408,0.8771901282383278,50,60,5
77,77,2011-02-03,60,50,22,36.44213208285245,0.1619476521138046,2011-01-01,17.53609072078358,0.9535182616187008,50,60,5
78,78,2011-03-09,60,50,20,36.407765197753896,0.13882879301271348,2011-02-04,16.781400060653688,0.8059278527487304,50,60,5
79,79,2011-04-11,60,50,20,36.38227024078369,0.12549718590995174,2011-03-10,16.433249950408936,0.7881982688842276,50,60,5
80,80,2011-05-14,60,50,16,36.37587046623229,0.1409766695319624,2011-04-12,16.663750171661373,0.7973426975287122,50,60,5
81,81,2011-06-16,60,50,20,36.41824493408203,0.11683709571923732,2011-05-15,17.269799995422364,0.7017798859604928,50,60,5
82,82,2011-07-19,60,50,23,36.39414828756581,0.12726602026595446,2011-06-17,17.584130204242207,1.1120560567982194,50,60,5
83,83,2011-08-21,60,50,25,36.4705778503418,0.16271507649417233,2011-07-20,18.774439926147465,1.3279437109459749,50,60,5
84,84,2011-09-23,60,50,15,36.56770706176758,0.19204634009899044,2011-08-22,19.97733319600423,1.4371466292505335,50,60,5
85,85,2011-10-26,60,50,15,36.552937571207686,0.1702559127696516,2011-09-24,20.357933553059894,1.3901056768739246,50,60,5
86,86,2011-11-28,60,50,19,36.63520772833573,0.13905960137451406,2011-10-27,20.49189477217825,1.0370264839218772,50,60,5
87,87,2011-12-31,60,50,18,36.66226577758789,0.13329050709259194,2011-11-29,19.05077775319417,0.7183529019180699,50,60,5
88,88,2012-02-03,60,50,15,36.626651763916016,0.13222500228419162,2012-01-01,18.0491335550944,0.7432103232885245,50,60,5
89,89,2012-03-08,60,50,14,36.49939618791853,0.060319867792415986,2012-02-04,16.670142582484655,0.35635776283494186,50,60,5
90,90,2012-04-11,60,50,18,36.5170415242513,0.08291767042312406,2012-03-09,16.762833436330162,0.5167842008703365,50,60,5
91,91,2012-05-14,60,50,18,36.5187496609158,0.09494965682819362,2012-04-12,17.088222344716392,0.6366869483962829,50,60,5
92,92,2012-06-16,60,50,29,36.434285394076646,0.09957479821666068,2012-05-15,16.918344859419197,0.642809306116153,50,60,5
93,93,2012-07-19,60,50,35,36.45734590802874,0.1192534376630852,2012-06-17,17.537799998692105,1.3478352428328924,50,60,5
94,94,2012-08-21,60,50,37,36.46091275601773,0.14139617946222838,2012-07-20,18.25213519946949,1.6088313136954029,50,60,5
95,95,2012-09-23,60,50,41,36.495501727592654,0.13570947262843494,2012-08-22,19.0811952032694,2.1014814450078116,50,60,5
96,96,2012-10-26,60,50,65,36.460791170597076,0.14660747677711167,2012-09-24,19.264569297203646,1.8393400108924165,50,60,5
97,97,2012-11-28,60,50,64,36.496412873268135,0.13956625499448858,2012-10-27,19.531437337398533,1.4313877528085932,50,60,5
98,98,2012-12-31,60,50,54,36.536971763328275,0.11123192977846773,2012-11-29,18.456111060248478,0.8947018515115328,50,60,5
99,99,2013-02-03,60,50,49,36.5394590728137,0.11963511296737735,2013-01-01,17.725959116098828,0.8124245662257237,50,60,5
100,100,2013-03-09,60,50,49,36.46279510186643,0.0987685539270807,2013-02-04,16.759489799032405,0.6722430915082818,50,60,5
101,101,2013-04-11,60,50,53,36.3869492872706,0.11374760598103788,2013-03-10,16.371679126091724,0.8022389743305152,50,60,5
102,102,2013-05-14,60,50,58,36.348011477240206,0.1321137650275602,2013-04-12,16.719137882364212,0.8860898705696892,50,60,5
103,103,2013-06-16,60,50,57,36.44240349217465,0.1190157305246757,2013-05-15,17.48014033468146,0.8694689924086361,50,60,5
104,104,2013-07-19,60,50,51,36.42227225210152,0.11923923580167685,2013-06-17,17.944411595662434,0.8233987335351806,50,60,5
105,105,2013-08-21,60,50,57,36.42170635022615,0.11880611127072176,2013-07-20,18.64991238242701,0.9176270160624992,50,60,5
106,106,2013-09-23,60,50,52,36.45519894819994,0.1467937279146924,2013-08-22,19.248500017019413,1.0190288529089024,50,60,5
107,107,2013-10-26,60,50,49,36.47523739873147,0.16470732985071904,2013-09-24,19.763959183984877,1.3203866540936138,50,60,5
108,108,2013-11-28,60,50,57,36.550505454080145,0.15405142618946185,2013-10-27,19.87977185165673,1.3721119788931375,50,60,5
109,109,2013-12-31,60,50,64,36.61629045009614,0.11970565519574493,2013-11-29,18.95981261134148,0.8828988815741388,50,60,5
110,110,2014-02-03,60,50,61,36.55760055291848,0.13140431723479448,2014-01-01,17.864868836324728,0.8713833137633753,50,60,5
111,111,2014-03-09,60,50,70,36.696436963762565,0.6316685367037789,2014-02-04,16.277914237976074,1.4257732314578646,50,60,5
112,112,2014-04-11,60,50,51,36.424469068938606,0.1370022952555104,2014-03-10,16.601058772965974,0.7528599100445895,50,60,5
113,113,2014-05-14,60,50,54,36.40600430523908,0.09983920296644323,2014-04-12,16.812536981370712,0.7375119205513997,50,60,5
114,114,2014-06-16,60,50,59,36.37606740401963,0.17814673332885325,2014-05-15,17.31564403792559,1.1844050205046441,50,60,5
115,115,2014-07-19,60,50,43,36.38433172536451,0.16731519747247636,2014-06-17,17.951604621354925,1.1659334635286804,50,60,5
116,116,2014-08-21,60,50,72,36.35126463572185,0.17701739179361925,2014-07-20,18.62813891304864,1.0562702293189716,50,60,5
117,117,2014-09-23,60,50,82,36.31308402084723,0.17534870875798486,2014-08-22,19.11865853100288,1.3314228365445515,50,60,5
118,118,2014-10-26,60,50,78,36.38627472901955,0.20023960081364864,2014-09-24,19.82743600698618,1.468323125336661,50,60,5
119,119,2014-11-28,60,50,89,36.44954124193514,0.1692344824472758,2014-10-27,20.28858426983437,1.2208450027793414,50,60,5
120,120,2014-12-31,60,50,103,36.41723875905953,0.15302602476108382,2014-11-29,18.251679522319908,0.8890148355682866,50,60,5
121,121,2015-02-03,60,50,56,36.39793028150286,0.1873861991504655,2015-01-01,16.955035839762008,0.7105342072451469,50,60,5
122,122,2015-03-09,60,50,60,36.29193751017253,0.1885421748115498,2015-02-04,15.96503332455953,0.6289217642678134,50,60,5
123,123,2015-04-11,60,50,38,36.380237880506016,0.1425493085505218,2015-03-10,16.125710612849186,0.8209727393188733,50,60,5
124,124,2015-05-14,60,50,44,36.38709311051802,0.12795111320417613,2015-04-12,16.479272603988647,0.6631728957964543,50,60,5
125,125,2015-06-16,60,50,43,36.36597770868346,0.20504554558577315,2015-05-15,16.996162614157033,1.2114260980607006,50,60,5
126,126,2015-07-19,60,50,34,36.411177803488336,0.18439728140348965,2015-06-17,17.678617561564728,1.1290363642703372,50,60,5
127,127,2015-08-21,60,50,84,36.42028572445824,0.19284109178331885,2015-07-20,18.67679760569618,1.3656642502992509,50,60,5
128,128,2015-09-23,60,50,60,36.34693349202474,0.2526636494925124,2015-08-22,18.832666651407877,2.2245249793568176,50,60,5
129,129,2015-10-26,60,50,49,36.41504093092315,0.14836687872951304,2015-09-24,19.880203947728997,1.6649190327663703,50,60,5
130,130,2015-11-28,60,50,53,36.39922671048145,0.13437095574229285,2015-10-27,19.04703773642486,1.3975346384739218,50,60,5
131,131,2015-12-31,60,50,51,36.44425515567554,0.14678847011300392,2015-11-29,18.728588104248047,0.9555846035700862,50,60,5
132,132,2016-02-03,60,50,48,36.42166646321615,0.11872713013292135,2016-01-01,17.891062458356217,0.8156016794817386,50,60,5
133,133,2016-03-08,60,50,48,36.39568758010864,0.15701125471928873,2016-02-04,16.959604144096375,1.0391536928657092,50,60,5
134,134,2016-04-11,60,50,46,36.384043237437375,0.17238654034988912,2016-03-09,16.47417396047841,0.972248777658402,50,60,5
135,135,2016-05-14,60,50,34,36.46185291514678,0.06809807822481471,2016-04-12,17.116676611058853,0.3893802317681956,50,60,5
136,136,2016-06-16,60,50,37,36.42464859421189,0.11670976312565005,2016-05-15,17.642459508535023,0.7593045012007502,50,60,5
137,137,2016-07-19,60,50,30,36.43066724141439,0.10707010422131023,2016-06-17,18.17023334503174,0.8128777998603108,50,60,5
138,138,2016-08-21,60,50,49,36.38548979467275,0.09529234475043412,2016-07-20,18.19648984013772,1.013213131019566,50,60,5
139,139,2016-09-23,60,50,52,36.377538387592026,0.12868798879878934,2016-08-22,19.20582683269794,1.4294716585526537,50,60,5
140,140,2016-10-26,60,50,63,36.290634821331686,0.1501608859040592,2016-09-24,18.064587244911802,1.813219199963623,50,60,5
141,141,2016-11-28,60,50,34,36.36438235114603,0.2614493674115708,2016-10-27,19.52972718441125,1.7717458768509888,50,60,5
142,142,2016-12-31,60,50,19,36.49615859985352,0.0921658859010062,2016-11-29,19.14568419205515,0.5829075767336308,50,60,5
143,143,2017-02-03,60,50,21,36.44795227050781,0.07850013840838835,2017-01-01,17.598190398443318,0.5907410184618502,50,60,5
144,144,2017-03-09,60,50,22,36.41127239574086,0.07928635255749547,2017-02-04,16.91777263988148,0.5235292936017053,50,60,5
145,145,2017-04-11,60,50,20,36.34125061035157,0.16054253935272028,2017-03-10,16.540420983967028,0.6859599992166104,50,60,5
146,146,2017-05-14,60,50,18,36.35327763027615,0.13413726141110707,2017-04-12,16.70933331383599,0.7953769028672262,50,60,5
147,147,2017-06-16,60,50,22,36.42695461619984,0.14735373375831634,2017-05-15,17.67172726717862,1.067493949343029,50,60,5
148,148,2017-07-19,60,50,16,36.475125074386604,0.0990560671367751,2017-06-17,18.971374988555905,0.9708920878070552,50,60,5
149,149,2017-08-21,60,50,16,36.51781249046326,0.2139769124287393,2017-07-20,19.85131251811981,2.0372934167953765,50,60,5
150,150,2017-09-23,60,50,33,36.5031211159446,0.18892405255751488,2017-08-22,20.940000013871625,1.5203661094791718,50,60,5
151,151,2017-10-26,60,50,38,36.53005258660568,0.23478971980835106,2017-09-24,20.988394687050267,1.4411261342196462,50,60,5
152,152,2017-11-28,60,50,48,36.54452085494995,0.20399476719023035,2017-10-27,20.708479324976608,1.1030857843978044,50,60,5
153,153,2017-12-31,60,50,40,36.55332536697388,0.14474612461465675,2017-11-29,19.517349863052367,0.6761103835511512,50,60,5
154,154,2018-02-03,60,50,30,36.55963274637858,0.11144387810585406,2018-01-01,18.351266860961914,0.6073754699912168,50,60,5
155,155,2018-03-09,60,50,43,36.43911592350449,0.08468924670271474,2018-02-04,16.892581229986146,0.4568130466338325,50,60,5
156,156,2018-04-11,60,50,52,36.440211882958046,0.10794582390253407,2018-03-10,17.000942266904392,0.5956839030911371,50,60,5
157,157,2018-05-14,60,50,5,36.40759963989258,0.2813013627480757,2018-04-12,16.906600189208984,1.460732915027096,50,60,5
0,0,2004-02-03,70,60,3,36.395989735921226,0.03929784264885575,2004-01-01,17.039666493733726,0.2536479186433692,60,70,6
1,1,2004-03-08,70,60,4,36.37713623046875,0.10841375521417314,2004-02-04,16.794250011444092,0.6354242962762934,60,70,6
2,2,2004-04-11,70,60,4,36.392391204833984,0.05041908114411045,2004-03-09,16.669250011444092,0.2788418826590689,60,70,6
3,3,2004-05-14,70,60,9,36.4440803527832,0.11957011552681095,2004-04-12,16.81011125776503,0.6595132917161245,60,70,6
4,4,2004-06-16,70,60,9,36.41952472262912,0.13312622186527326,2004-05-15,16.8413331773546,0.6796564445041581,60,70,6
5,5,2004-07-19,70,60,8,36.45857620239258,0.16280584138549836,2004-06-17,17.354250192642212,0.8022076306353239,60,70,6
6,6,2004-08-21,70,60,11,36.4275016784668,0.12063223624052033,2004-07-20,17.704727519642226,0.7780357518559171,60,70,6
7,7,2004-09-23,70,60,9,36.378495958116325,0.14427700632535614,2004-08-22,17.86122237311469,0.9085101016606832,60,70,6
8,8,2004-10-26,70,60,8,36.491137981414795,0.1962856046210648,2004-09-24,19.648499965667728,1.5142523661956582,60,70,6
9,9,2004-11-28,70,60,11,36.50903979214755,0.2353979001297921,2004-10-27,19.06509104642001,1.8521739652039015,60,70,6
10,10,2004-12-31,70,60,7,36.548027583530974,0.21035147264967494,2004-11-29,18.132714135306227,1.2899325629471745,60,70,6
11,11,2005-02-03,70,60,9,36.424892001681854,0.21203497957310724,2005-01-01,16.674333148532444,1.170517060490637,60,70,6
12,12,2005-03-09,70,60,9,36.349552154541016,0.16339781361214376,2005-02-04,15.895110978020561,0.9719204374143696,60,70,6
13,13,2005-04-11,70,60,8,36.267727375030525,0.1474048830915049,2005-03-10,15.497125029563904,0.8127365687634958,60,70,6
14,14,2005-05-14,70,60,11,36.280158572726776,0.2000932087966997,2005-04-12,15.587818059054287,1.1108898027066931,60,70,6
15,15,2005-06-16,70,60,12,36.31515502929688,0.19756835926105396,2005-05-15,16.20383342107137,1.0670423616181033,60,70,6
16,16,2005-07-19,70,60,9,36.29425157819475,0.18768565152560965,2005-06-17,16.279444164699978,0.9328437976214854,60,70,6
17,17,2005-08-21,70,60,9,36.36362711588541,0.1547133793509908,2005-07-20,17.508889092339412,0.9625979496457951,60,70,6
18,18,2005-09-23,70,60,9,36.443684895833336,0.16434272116782533,2005-08-22,17.540666792127823,1.6648260827515446,60,70,6
19,19,2005-10-26,70,60,22,36.29883093582957,0.1488826484476433,2005-09-24,17.126181905919854,1.4469074638056432,60,70,6
20,20,2005-11-28,70,60,16,36.313513517379754,0.21159110567507286,2005-10-27,17.078812539577484,1.58998776091784,60,70,6
21,21,2005-12-31,70,60,13,36.402249972025544,0.23615924060382898,2005-11-29,17.101307502159706,1.577809950187993,60,70,6
22,22,2006-02-03,70,60,17,36.405117483700025,0.1609992784758518,2006-01-01,16.289352977977078,0.9954631220216268,60,70,6
23,23,2006-03-09,70,60,19,36.299471013686244,0.11815021372316124,2006-02-04,15.404473706295613,0.7552066014385563,60,70,6
24,24,2006-04-11,70,60,16,36.309933471679685,0.1419483160688874,2006-03-10,15.468562424182892,0.8833683202088111,60,70,6
25,25,2006-05-14,70,60,30,36.26674957275391,0.13046830009545707,2006-04-12,15.597333240509036,0.8520870996195072,60,70,6
26,26,2006-06-16,70,60,18,36.3146177927653,0.1171306494287114,2006-05-15,16.528722233242462,0.8719407054106815,60,70,6
27,27,2006-07-19,70,60,18,36.323186026679146,0.1139213808923757,2006-06-17,16.720555517408584,0.9845776242530806,60,70,6
28,28,2006-08-21,70,60,22,36.23291986638849,0.16087251890195933,2006-07-20,16.50454551523382,1.3177622682069303,60,70,6
29,29,2006-09-23,70,60,19,36.31898988996233,0.151607300955112,2006-08-22,16.533999894794665,1.2523244764082893,60,70,6
30,30,2006-10-26,70,60,33,36.27724220639183,0.1369454417171849,2006-09-24,17.53590895912864,0.9737702428076396,60,70,6
31,31,2006-11-28,70,60,30,36.33669408162435,0.1419486628993105,2006-10-27,18.285166581471763,1.4712361822062536,60,70,6
32,32,2006-12-31,70,60,31,36.49626409090482,0.13464278440065908,2006-11-29,18.610483969411547,0.90584134118884,60,70,6
33,33,2007-02-03,70,60,32,36.498283513387044,0.14040287221084696,2007-01-01,17.909656286239624,0.8308887192875182,60,70,6
34,34,2007-03-09,70,60,30,36.41207137474647,0.1352931163020083,2007-02-04,17.085799821217858,0.7820885617214969,60,70,6
35,35,2007-04-11,70,60,28,36.37706985473633,0.16201589039672726,2007-03-10,16.75225009237017,0.8779423929858727,60,70,6
36,36,2007-05-14,70,60,25,36.38680215315385,0.15170573678653382,2007-04-12,16.781359939575196,0.956013246737778,60,70,6
37,37,2007-06-16,70,60,33,36.393778737386064,0.1480406504063258,2007-05-15,17.08775757298325,1.0431325485963558,60,70,6
38,38,2007-07-19,70,60,35,36.51718819141389,0.12519187481398622,2007-06-17,18.19277125767299,0.9239806774743584,60,70,6
39,39,2007-08-21,70,60,32,36.57588195800781,0.13969383651537784,2007-07-20,19.313531219959263,1.0808000463553484,60,70,6
40,40,2007-09-23,70,60,32,36.53864012093379,0.15669918215859244,2007-08-22,19.213874876499176,1.2187172186895414,60,70,6
41,41,2007-10-26,70,60,38,36.56150537378648,0.14926692251934748,2007-09-24,19.639052692212555,1.420060413012439,60,70,6
42,42,2007-11-28,70,60,44,36.637631832024994,0.1836142105935545,2007-10-27,19.7611591165716,1.3018113227524943,60,70,6
43,43,2007-12-31,70,60,39,36.629775691676784,0.13105972869935462,2007-11-29,19.00441032800919,0.7711994388293671,60,70,6
44,44,2008-02-03,70,60,47,36.59318551351858,0.07315407215004674,2008-01-01,18.149404322847406,0.5882227811536297,60,70,6
45,45,2008-03-08,70,60,41,36.57697324752807,0.07657800797313623,2008-02-04,17.767414604745262,0.5252794568638536,60,70,6
46,46,2008-04-11,70,60,32,36.53562235832215,0.1109610468016407,2008-03-09,17.443999916315082,0.5525010080758918,60,70,6
47,47,2008-05-14,70,60,34,36.534815844367536,0.10643304177832498,2008-04-12,17.567441070781033,0.5173508961751878,60,70,6
48,48,2008-06-16,70,60,34,36.52890440996956,0.13554178311604445,2008-05-15,17.689558758455163,0.7069791756353856,60,70,6
49,49,2008-07-19,70,60,29,36.53117502146754,0.15608975203380707,2008-06-17,18.004586252672922,0.7939241046605645,60,70,6
50,50,2008-08-21,70,60,33,36.61904641353723,0.4017526220540042,2008-07-20,18.09533353285356,1.2678814492267159,60,70,6
51,51,2008-09-23,70,60,33,36.5414072672526,0.16249325105014228,2008-08-22,19.43672723481149,1.4969864855560857,60,70,6
52,52,2008-10-26,70,60,22,36.5375357541171,0.14768595327694914,2008-09-24,19.387318090959027,1.1633843904508026,60,70,6
53,53,2008-11-28,70,60,17,36.7253698461196,0.17977001967162182,2008-10-27,19.886764862958128,1.0505831035548552,60,70,6
54,54,2008-12-31,70,60,18,36.650332556830506,0.10236328561296897,2008-11-29,18.144110997517906,0.7937540111595385,60,70,6
55,55,2009-02-03,70,60,27,36.60193393848561,0.10939519412752233,2009-01-01,17.639407334504305,0.7690602683644047,60,70,6
56,56,2009-03-09,70,60,30,36.507402165730795,0.10438688704966233,2009-02-04,16.812400245666502,0.6388553232432584,60,70,6
57,57,2009-04-11,70,60,28,36.474152428763254,0.1076912531259809,2009-03-10,16.644000053405758,0.6343040621281919,60,70,6
58,58,2009-05-14,70,60,24,36.48431269327799,0.13048593783943885,2009-04-12,16.869125008583072,0.7603874157609632,60,70,6
59,59,2009-06-16,70,60,24,36.518051624298096,0.1203452177880084,2009-05-15,17.216416557629902,0.7058688477358965,60,70,6
