timeIdx,endDate,hPres,lPres,nProf,psalMean,psalStd,startDate,tempMean,tempStd,depthMin,depthMax
0,2004-02-03,70,60,3,36.395989735921226,0.039297842648855746,2004-01-01,17.039666493733723,0.25364791864336916,60,70
1,2004-03-08,70,60,4,36.37713623046875,0.10841375521417314,2004-02-04,16.794250011444092,0.6354242962762934,60,70
2,2004-04-11,70,60,4,36.392391204833984,0.05041908114411045,2004-03-09,16.669250011444092,0.27884188265906895,60,70
3,2004-05-14,70,60,9,36.4440803527832,0.11957011552681096,2004-04-12,16.81011125776503,0.6595132917161245,60,70
4,2004-06-16,70,60,9,36.41952472262912,0.13312622186527323,2004-05-15,16.8413331773546,0.6796564445041581,60,70
5,2004-07-19,70,60,8,36.45857620239258,0.16280584138549836,2004-06-17,17.354250192642212,0.8022076306353239,60,70
6,2004-08-21,70,60,11,36.4275016784668,0.12063223624052033,2004-07-20,17.704727519642223,0.7780357518559171,60,70
7,2004-09-23,70,60,9,36.37849595811632,0.14427700632535614,2004-08-22,17.861222373114693,0.9085101016606832,60,70
8,2004-10-26,70,60,8,36.491137981414795,0.19628560462106479,2004-09-24,19.648499965667725,1.5142523661956582,60,70
9,2004-11-28,70,60,11,36.50903979214755,0.23539790012979206,2004-10-27,19.06509104642001,1.8521739652039018,60,70
10,2004-12-31,70,60,7,36.548027583530974,0.21035147264967494,2004-11-29,18.132714135306223,1.2899325629471745,60,70
11,2005-02-03,70,60,9,36.424892001681854,0.21203497957310724,2005-01-01,16.674333148532444,1.170517060490637,60,70
12,2005-03-09,70,60,9,36.349552154541016,0.16339781361214376,2005-02-04,15.895110978020561,0.9719204374143695,60,70
13,2005-04-11,70,60,8,36.26772737503052,0.1474048830915049,2005-03-10,15.497125029563904,0.8127365687634958,60,70
14,2005-05-14,70,60,11,36.280158572726776,0.2000932087966997,2005-04-12,15.587818059054287,1.1108898027066931,60,70
15,2005-06-16,70,60,12,36.315155029296875,0.19756835926105393,2005-05-15,16.20383342107137,1.0670423616181033,60,70
16,2005-07-19,70,60,9,36.29425157819475,0.18768565152560965,2005-06-17,16.279444164699978,0.9328437976214854,60,70
17,2005-08-21,70,60,9,36.363627115885414,0.1547133793509908,2005-07-20,17.50888909233941,0.9625979496457951,60,70
18,2005-09-23,70,60,9,36.443684895833336,0.16434272116782533,2005-08-22,17.540666792127823,1.6648260827515446,60,70
19,2005-10-26,70,60,22,36.298830935829564,0.1488826484476433,2005-09-24,17.126181905919854,1.4469074638056432,60,70
20,2005-11-28,70,60,16,36.31351351737976,0.21159110567507283,2005-10-27,17.078812539577484,1.58998776091784,60,70
21,2005-12-31,70,60,13,36.40224997202555,0.236159240603829,2005-11-29,17.101307502159706,1.577809950187993,60,70
22,2006-02-03,70,60,17,36.405117483700025,0.1609992784758518,2006-01-01,16.289352977977078,0.9954631220216269,60,70
23,2006-03-09,70,60,19,36.29947101368624,0.11815021372316126,2006-02-04,15.404473706295615,0.7552066014385563,60,70
24,2006-04-11,70,60,16,36.309933471679685,0.14194831606888741,2006-03-10,15.468562424182892,0.8833683202088111,60,70
25,2006-05-14,70,60,30,36.26674957275391,0.13046830009545707,2006-04-12,15.597333240509034,0.8520870996195072,60,70
26,2006-06-16,70,60,18,36.3146177927653,0.11713064942871139,2006-05-15,16.52872223324246,0.8719407054106815,60,70
27,2006-07-19,70,60,18,36.323186026679146,0.1139213808923757,2006-06-17,16.720555517408584,0.9845776242530806,60,70
28,2006-08-21,70,60,22,36.23291986638849,0.16087251890195933,2006-07-20,16.50454551523382,1.3177622682069305,60,70
29,2006-09-23,70,60,19,36.31898988996233,0.151607300955112,2006-08-22,16.533999894794665,1.2523244764082893,60,70
30,2006-10-26,70,60,33,36.27724220639183,0.1369454417171849,2006-09-24,17.53590895912864,0.9737702428076395,60,70
31,2006-11-28,70,60,30,36.33669408162435,0.1419486628993105,2006-10-27,18.28516658147176,1.4712361822062536,60,70
32,2006-12-31,70,60,31,36.49626409090482,0.13464278440065908,2006-11-29,18.610483969411543,0.9058413411888401,60,70
33,2007-02-03,70,60,32,36.498283513387044,0.14040287221084694,2007-01-01,17.909656286239624,0.8308887192875182,60,70
34,2007-03-09,70,60,30,36.41207137474647,0.1352931163020083,2007-02-04,17.085799821217854,0.7820885617214969,60,70
35,2007-04-11,70,60,28,36.37706985473633,0.16201589039672723,2007-03-10,16.75225009237017,0.8779423929858727,60,70
36,2007-05-14,70,60,25,36.38680215315385,0.15170573678653382,2007-04-12,16.781359939575196,0.9560132467377781,60,70
37,2007-06-16,70,60,33,36.393778737386064,0.1480406504063258,2007-05-15,17.08775757298325,1.043132548596356,60,70
38,2007-07-19,70,60,35,36.51718819141388,0.12519187481398622,2007-06-17,18.19277125767299,0.9239806774743584,60,70
39,2007-08-21,70,60,32,36.57588195800781,0.13969383651537784,2007-07-20,19.31353121995926,1.0808000463553484,60,70
40,2007-09-23,70,60,32,36.5386401209338,0.15669918215859246,2007-08-22,19.213874876499176,1.2187172186895414,60,70
41,2007-10-26,70,60,38,36.561505373786474,0.14926692251934748,2007-09-24,19.639052692212555,1.420060413012439,60,70
42,2007-11-28,70,60,44,36.63763183202499,0.1836142105935545,2007-10-27,19.7611591165716,1.3018113227524943,60,70
43,2007-12-31,70,60,39,36.629775691676784,0.13105972869935462,2007-11-29,19.00441032800919,0.7711994388293671,60,70
44,2008-02-03,70,60,47,36.59318551351858,0.07315407215004674,2008-01-01,18.149404322847406,0.5882227811536297,60,70
45,2008-03-08,70,60,41,36.57697324752807,0.07657800797313623,2008-02-04,17.76741460474526,0.5252794568638536,60,70
46,2008-04-11,70,60,32,36.535622358322144,0.1109610468016407,2008-03-09,17.44399991631508,0.5525010080758918,60,70
47,2008-05-14,70,60,34,36.53481584436753,0.10643304177832498,2008-04-12,17.567441070781033,0.5173508961751878,60,70
48,2008-06-16,70,60,34,36.528904409969556,0.13554178311604445,2008-05-15,17.689558758455163,0.7069791756353856,60,70
49,2008-07-19,70,60,29,36.53117502146754,0.15608975203380707,2008-06-17,18.00458625267292,0.7939241046605645,60,70
50,2008-08-21,70,60,33,36.61904641353723,0.4017526220540042,2008-07-20,18.09533353285356,1.267881449226716,60,70
51,2008-09-23,70,60,33,36.5414072672526,0.16249325105014228,2008-08-22,19.436727234811492,1.4969864855560855,60,70
52,2008-10-26,70,60,22,36.5375357541171,0.14768595327694917,2008-09-24,19.387318090959027,1.1633843904508026,60,70
53,2008-11-28,70,60,17,36.7253698461196,0.17977001967162182,2008-10-27,19.886764862958124,1.0505831035548552,60,70
54,2008-12-31,70,60,18,36.65033255683051,0.10236328561296897,2008-11-29,18.144110997517902,0.7937540111595385,60,70
55,2009-02-03,70,60,27,36.60193393848561,0.10939519412752233,2009-01-01,17.639407334504305,0.7690602683644047,60,70
56,2009-03-09,70,60,30,36.507402165730795,0.10438688704966231,2009-02-04,16.812400245666502,0.6388553232432584,60,70
57,2009-04-11,70,60,28,36.474152428763254,0.1076912531259809,2009-03-10,16.64400005340576,0.6343040621281919,60,70
58,2009-05-14,70,60,24,36.48431269327799,0.13048593783943885,2009-04-12,16.86912500858307,0.7603874157609632,60,70
59,2009-06-16,70,60,24,36.518051624298096,0.12034521778800841,2009-05-15,17.216416557629902,0.7058688477358965,60,70
60,2009-07-19,70,60,24,36.44713322321574,0.19353928577948018,2009-06-17,17.15250019232432,1.1092191534497486,60,70
61,2009-08-21,70,60,27,36.35495065759729,0.1940720618581506,2009-07-20,16.977926007023566,1.1110851427084845,60,70
62,2009-09-23,70,60,25,36.458985595703126,0.16718100389390603,2009-08-22,18.031479835510254,1.280410792840709,60,70
63,2009-10-26,70,60,23,36.43009633603303,0.14991182338479736,2009-09-24,18.390739357989766,1.2074932465063712,60,70
64,2009-11-28,70,60,28,36.48868751525879,0.2593844706993225,2009-10-27,19.075999860410338,1.8423720895417204,60,70
65,2009-12-31,70,60,26,36.51488524216872,0.1768015559248176,2009-11-29,19.157577074491062,0.9976052680690478,60,70
66,2010-02-03,70,60,28,36.44279316493443,0.1860923551900469,2010-01-01,17.655214139393397,1.0959974893178612,60,70
67,2010-03-09,70,60,24,36.43543767929077,0.14813362351897588,2010-02-04,17.17899998029073,0.8150466336663074,60,70
68,2010-04-11,70,60,24,36.35581763585409,0.15402519570523807,2010-03-10,16.57962505022685,0.8270184954396709,60,70
69,2010-05-14,70,60,27,36.39015805279767,0.16911906230492182,2010-04-12,16.880333370632595,0.9651399269706231,60,70
70,2010-06-16,70,60,29,36.40456850775357,0.13084667746027967,2010-05-15,17.26541387623754,0.7459888655489334,60,70
71,2010-07-19,70,60,25,36.38746841430664,0.13978828380265537,2010-06-17,17.559159927368164,0.9924722869128035,60,70
